# Part W7: the fields decided by a word count after a change of variables, one line per field.
# Columns: discriminant, prime p, p-class rank, coefficient field q of the change of variables, certificate file.
# The certificate records the change of variables and the high terms of the completed basis; see records/p3/flag-certificates/FORMAT.md.
discriminant	p	rank	q	certificate
-74446471	3	3	9	records/p3/flag-certificates/74446471.json
-74672023	3	3	3	records/p3/flag-certificates/74672023.json
-74775687	3	3	3	records/p3/flag-certificates/74775687.json
-74926067	3	3	3	records/p3/flag-certificates/74926067.json
-74944691	3	3	3	records/p3/flag-certificates/74944691.json
-74977087	3	3	3	records/p3/flag-certificates/74977087.json
-74988295	3	3	3	records/p3/flag-certificates/74988295.json
-75069563	3	3	3	records/p3/flag-certificates/75069563.json
-75170616	3	3	3	records/p3/flag-certificates/75170616.json
-75199172	3	3	243	records/p3/flag-certificates/75199172.json
-75199703	3	3	3	records/p3/flag-certificates/75199703.json
-75474676	3	3	3	records/p3/flag-certificates/75474676.json
-75700947	3	3	3	records/p3/flag-certificates/75700947.json
-75950259	3	3	3	records/p3/flag-certificates/75950259.json
-76062191	3	3	3	records/p3/flag-certificates/76062191.json
-76295551	3	3	3	records/p3/flag-certificates/76295551.json
-76327547	3	3	3	records/p3/flag-certificates/76327547.json
-76563391	3	3	3	records/p3/flag-certificates/76563391.json
-76644136	3	3	3	records/p3/flag-certificates/76644136.json
-76719119	3	3	3	records/p3/flag-certificates/76719119.json
-76781539	3	3	3	records/p3/flag-certificates/76781539.json
-76819303	3	3	3	records/p3/flag-certificates/76819303.json
-76933327	3	3	9	records/p3/flag-certificates/76933327.json
-77016484	3	3	3	records/p3/flag-certificates/77016484.json
-77436244	3	3	3	records/p3/flag-certificates/77436244.json
-77533044	3	3	3	records/p3/flag-certificates/77533044.json
-77947879	3	3	243	records/p3/flag-certificates/77947879.json
-78051887	3	3	3	records/p3/flag-certificates/78051887.json
-78113599	3	3	243	records/p3/flag-certificates/78113599.json
-78123956	3	3	3	records/p3/flag-certificates/78123956.json
-78159544	3	3	3	records/p3/flag-certificates/78159544.json
-78417563	3	3	3	records/p3/flag-certificates/78417563.json
-78766563	3	3	3	records/p3/flag-certificates/78766563.json
-78789999	3	3	3	records/p3/flag-certificates/78789999.json
-79042567	3	3	3	records/p3/flag-certificates/79042567.json
-79076147	3	3	9	records/p3/flag-certificates/79076147.json
-79239059	3	3	3	records/p3/flag-certificates/79239059.json
-79239963	3	3	3	records/p3/flag-certificates/79239963.json
-79378899	3	3	3	records/p3/flag-certificates/79378899.json
-79713039	3	3	3	records/p3/flag-certificates/79713039.json
-79777147	3	3	3	records/p3/flag-certificates/79777147.json
-79821928	3	3	3	records/p3/flag-certificates/79821928.json
-79843343	3	3	81	records/p3/flag-certificates/79843343.json
-79889939	3	3	3	records/p3/flag-certificates/79889939.json
-79954936	3	3	3	records/p3/flag-certificates/79954936.json
-80055743	3	3	3	records/p3/flag-certificates/80055743.json
-80067263	3	3	3	records/p3/flag-certificates/80067263.json
-80179323	3	3	3	records/p3/flag-certificates/80179323.json
-80228087	3	3	3	records/p3/flag-certificates/80228087.json
-80340595	3	3	3	records/p3/flag-certificates/80340595.json
-81002507	3	3	9	records/p3/flag-certificates/81002507.json
-81055347	3	3	3	records/p3/flag-certificates/81055347.json
-81080107	3	3	3	records/p3/flag-certificates/81080107.json
-81173699	3	3	243	records/p3/flag-certificates/81173699.json
-81430807	3	3	3	records/p3/flag-certificates/81430807.json
-81491291	3	3	3	records/p3/flag-certificates/81491291.json
-81952699	3	3	9	records/p3/flag-certificates/81952699.json
-82147415	3	3	3	records/p3/flag-certificates/82147415.json
-82346307	3	3	3	records/p3/flag-certificates/82346307.json
-82361155	3	3	3	records/p3/flag-certificates/82361155.json
-82593159	3	3	3	records/p3/flag-certificates/82593159.json
-82735860	3	3	3	records/p3/flag-certificates/82735860.json
-82911943	3	3	3	records/p3/flag-certificates/82911943.json
-82960979	3	3	3	records/p3/flag-certificates/82960979.json
-83076495	3	3	3	records/p3/flag-certificates/83076495.json
-83164003	3	3	3	records/p3/flag-certificates/83164003.json
-83181284	3	3	3	records/p3/flag-certificates/83181284.json
-83260039	3	3	3	records/p3/flag-certificates/83260039.json
-83281243	3	3	3	records/p3/flag-certificates/83281243.json
-83512523	3	3	3	records/p3/flag-certificates/83512523.json
-83555403	3	3	3	records/p3/flag-certificates/83555403.json
-83593716	3	3	3	records/p3/flag-certificates/83593716.json
-83655843	3	3	3	records/p3/flag-certificates/83655843.json
-83667140	3	3	3	records/p3/flag-certificates/83667140.json
-83678267	3	3	3	records/p3/flag-certificates/83678267.json
-83739364	3	3	3	records/p3/flag-certificates/83739364.json
-83876747	3	3	3	records/p3/flag-certificates/83876747.json
-83977007	3	3	3	records/p3/flag-certificates/83977007.json
-83987583	3	3	3	records/p3/flag-certificates/83987583.json
-84000335	3	3	3	records/p3/flag-certificates/84000335.json
-84091667	3	3	3	records/p3/flag-certificates/84091667.json
-84404939	3	3	3	records/p3/flag-certificates/84404939.json
-84503683	3	3	3	records/p3/flag-certificates/84503683.json
-84537355	3	3	3	records/p3/flag-certificates/84537355.json
-84604483	3	3	3	records/p3/flag-certificates/84604483.json
-84730747	3	3	9	records/p3/flag-certificates/84730747.json
-84962455	3	3	3	records/p3/flag-certificates/84962455.json
-85241139	3	3	81	records/p3/flag-certificates/85241139.json
-85273015	3	3	27	records/p3/flag-certificates/85273015.json
-85349659	3	3	3	records/p3/flag-certificates/85349659.json
-85436308	3	3	3	records/p3/flag-certificates/85436308.json
-85503343	3	3	3	records/p3/flag-certificates/85503343.json
-85829711	3	3	3	records/p3/flag-certificates/85829711.json
-85846072	3	3	3	records/p3/flag-certificates/85846072.json
-85893823	3	3	81	records/p3/flag-certificates/85893823.json
-85922243	3	3	3	records/p3/flag-certificates/85922243.json
-85944759	3	3	9	records/p3/flag-certificates/85944759.json
-85965519	3	3	3	records/p3/flag-certificates/85965519.json
-86099672	3	3	3	records/p3/flag-certificates/86099672.json
-86148239	3	3	3	records/p3/flag-certificates/86148239.json
-86530739	3	3	3	records/p3/flag-certificates/86530739.json
-87068820	3	3	3	records/p3/flag-certificates/87068820.json
-87076607	3	3	9	records/p3/flag-certificates/87076607.json
-87116531	3	3	3	records/p3/flag-certificates/87116531.json
-87227535	3	3	3	records/p3/flag-certificates/87227535.json
-87289583	3	3	3	records/p3/flag-certificates/87289583.json
-87374676	3	3	81	records/p3/flag-certificates/87374676.json
-87438824	3	3	3	records/p3/flag-certificates/87438824.json
-87556859	3	3	3	records/p3/flag-certificates/87556859.json
-87590243	3	3	3	records/p3/flag-certificates/87590243.json
-87621595	3	3	3	records/p3/flag-certificates/87621595.json
-87759928	3	3	9	records/p3/flag-certificates/87759928.json
-87771844	3	3	3	records/p3/flag-certificates/87771844.json
-87970040	3	3	3	records/p3/flag-certificates/87970040.json
-88163771	3	3	3	records/p3/flag-certificates/88163771.json
-88359035	3	3	3	records/p3/flag-certificates/88359035.json
-88396079	3	3	3	records/p3/flag-certificates/88396079.json
-88474207	3	3	3	records/p3/flag-certificates/88474207.json
-88503319	3	3	3	records/p3/flag-certificates/88503319.json
-88605903	3	3	3	records/p3/flag-certificates/88605903.json
-88957723	3	3	3	records/p3/flag-certificates/88957723.json
-89101399	3	3	3	records/p3/flag-certificates/89101399.json
-89209544	3	3	3	records/p3/flag-certificates/89209544.json
-89234452	3	3	3	records/p3/flag-certificates/89234452.json
-89258335	3	3	3	records/p3/flag-certificates/89258335.json
-89284916	3	3	3	records/p3/flag-certificates/89284916.json
-89466479	3	3	3	records/p3/flag-certificates/89466479.json
-89471204	3	3	3	records/p3/flag-certificates/89471204.json
-89479108	3	3	3	records/p3/flag-certificates/89479108.json
-89575699	3	3	3	records/p3/flag-certificates/89575699.json
-89625131	3	3	3	records/p3/flag-certificates/89625131.json
-90055207	3	3	3	records/p3/flag-certificates/90055207.json
-90129243	3	3	3	records/p3/flag-certificates/90129243.json
-90151727	3	3	9	records/p3/flag-certificates/90151727.json
-90233124	3	3	3	records/p3/flag-certificates/90233124.json
-90379720	3	3	3	records/p3/flag-certificates/90379720.json
-90399059	3	3	3	records/p3/flag-certificates/90399059.json
-90428676	3	3	6561	records/p3/flag-certificates/90428676.json
-90531160	3	3	3	records/p3/flag-certificates/90531160.json
-90751007	3	3	243	records/p3/flag-certificates/90751007.json
-90827851	3	3	3	records/p3/flag-certificates/90827851.json
-90847527	3	3	3	records/p3/flag-certificates/90847527.json
-91120904	3	3	3	records/p3/flag-certificates/91120904.json
-91153780	3	3	9	records/p3/flag-certificates/91153780.json
-91171831	3	3	3	records/p3/flag-certificates/91171831.json
-91246847	3	3	3	records/p3/flag-certificates/91246847.json
-91420051	3	3	81	records/p3/flag-certificates/91420051.json
-91765579	3	3	3	records/p3/flag-certificates/91765579.json
-91789131	3	3	3	records/p3/flag-certificates/91789131.json
-92011559	3	3	9	records/p3/flag-certificates/92011559.json
-92519956	3	3	3	records/p3/flag-certificates/92519956.json
-92547507	3	3	3	records/p3/flag-certificates/92547507.json
-92613251	3	3	3	records/p3/flag-certificates/92613251.json
-92630292	3	3	27	records/p3/flag-certificates/92630292.json
-92788051	3	3	3	records/p3/flag-certificates/92788051.json
-92965111	3	3	3	records/p3/flag-certificates/92965111.json
-93345044	3	3	3	records/p3/flag-certificates/93345044.json
-93463883	3	3	3	records/p3/flag-certificates/93463883.json
-93494131	3	3	27	records/p3/flag-certificates/93494131.json
-93572052	3	3	3	records/p3/flag-certificates/93572052.json
-93672231	3	3	3	records/p3/flag-certificates/93672231.json
-93695199	3	3	3	records/p3/flag-certificates/93695199.json
-93785768	3	3	3	records/p3/flag-certificates/93785768.json
-93828263	3	3	3	records/p3/flag-certificates/93828263.json
-94226740	3	3	3	records/p3/flag-certificates/94226740.json
-94314472	3	3	3	records/p3/flag-certificates/94314472.json
-94359479	3	3	3	records/p3/flag-certificates/94359479.json
-94489012	3	3	9	records/p3/flag-certificates/94489012.json
-94600216	3	3	3	records/p3/flag-certificates/94600216.json
-94652299	3	3	3	records/p3/flag-certificates/94652299.json
-94709544	3	3	27	records/p3/flag-certificates/94709544.json
-94771304	3	3	3	records/p3/flag-certificates/94771304.json
-94779688	3	3	3	records/p3/flag-certificates/94779688.json
-94932955	3	3	3	records/p3/flag-certificates/94932955.json
-95043595	3	3	9	records/p3/flag-certificates/95043595.json
-95117988	3	3	3	records/p3/flag-certificates/95117988.json
-95319944	3	3	3	records/p3/flag-certificates/95319944.json
-95378159	3	3	3	records/p3/flag-certificates/95378159.json
-95400167	3	3	729	records/p3/flag-certificates/95400167.json
-95932132	3	3	3	records/p3/flag-certificates/95932132.json
-96012987	3	3	2187	records/p3/flag-certificates/96012987.json
-96032407	3	3	81	records/p3/flag-certificates/96032407.json
-96095191	3	3	3	records/p3/flag-certificates/96095191.json
-96157147	3	3	9	records/p3/flag-certificates/96157147.json
-96163699	3	3	3	records/p3/flag-certificates/96163699.json
-96198436	3	3	3	records/p3/flag-certificates/96198436.json
-96347887	3	3	3	records/p3/flag-certificates/96347887.json
-96529780	3	3	3	records/p3/flag-certificates/96529780.json
-96569255	3	3	3	records/p3/flag-certificates/96569255.json
-96632203	3	3	81	records/p3/flag-certificates/96632203.json
-96635087	3	3	3	records/p3/flag-certificates/96635087.json
-96691448	3	3	3	records/p3/flag-certificates/96691448.json
-96758036	3	3	3	records/p3/flag-certificates/96758036.json
-96769507	3	3	3	records/p3/flag-certificates/96769507.json
-96924143	3	3	3	records/p3/flag-certificates/96924143.json
-96956527	3	3	3	records/p3/flag-certificates/96956527.json
-97028499	3	3	3	records/p3/flag-certificates/97028499.json
-97097335	3	3	3	records/p3/flag-certificates/97097335.json
-97193767	3	3	3	records/p3/flag-certificates/97193767.json
-97508420	3	3	3	records/p3/flag-certificates/97508420.json
-97572883	3	3	3	records/p3/flag-certificates/97572883.json
-97660095	3	3	3	records/p3/flag-certificates/97660095.json
-97677239	3	3	3	records/p3/flag-certificates/97677239.json
-97685956	3	3	3	records/p3/flag-certificates/97685956.json
-98134403	3	3	3	records/p3/flag-certificates/98134403.json
-98346291	3	3	27	records/p3/flag-certificates/98346291.json
-98501444	3	3	3	records/p3/flag-certificates/98501444.json
-98532655	3	3	3	records/p3/flag-certificates/98532655.json
-98975828	3	3	3	records/p3/flag-certificates/98975828.json
-98999924	3	3	3	records/p3/flag-certificates/98999924.json
-99063651	3	3	3	records/p3/flag-certificates/99063651.json
-99119012	3	3	3	records/p3/flag-certificates/99119012.json
-99422308	3	3	3	records/p3/flag-certificates/99422308.json
-99888447	3	3	3	records/p3/flag-certificates/99888447.json
-100051871	3	3	3	records/p3/flag-certificates/100051871.json
-100183379	3	3	3	records/p3/flag-certificates/100183379.json
-100203007	3	3	3	records/p3/flag-certificates/100203007.json
-100351651	3	3	3	records/p3/flag-certificates/100351651.json
-100465547	3	3	3	records/p3/flag-certificates/100465547.json
-100470679	3	3	9	records/p3/flag-certificates/100470679.json
-100552015	3	3	3	records/p3/flag-certificates/100552015.json
-100765576	3	3	3	records/p3/flag-certificates/100765576.json
-100861323	3	3	3	records/p3/flag-certificates/100861323.json
-101022855	3	3	3	records/p3/flag-certificates/101022855.json
-101035903	3	3	3	records/p3/flag-certificates/101035903.json
-101177319	3	3	3	records/p3/flag-certificates/101177319.json
-101380051	3	3	3	records/p3/flag-certificates/101380051.json
-101402132	3	3	81	records/p3/flag-certificates/101402132.json
-101588291	3	3	3	records/p3/flag-certificates/101588291.json
-101706439	3	3	3	records/p3/flag-certificates/101706439.json
-101706719	3	3	9	records/p3/flag-certificates/101706719.json
-101726123	3	3	3	records/p3/flag-certificates/101726123.json
-101764712	3	3	9	records/p3/flag-certificates/101764712.json
-101798884	3	3	3	records/p3/flag-certificates/101798884.json
-101993963	3	3	3	records/p3/flag-certificates/101993963.json
-102107476	3	3	9	records/p3/flag-certificates/102107476.json
-102408356	3	3	3	records/p3/flag-certificates/102408356.json
-102448843	3	3	3	records/p3/flag-certificates/102448843.json
-102504715	3	3	3	records/p3/flag-certificates/102504715.json
-102862399	3	3	3	records/p3/flag-certificates/102862399.json
-102875979	3	3	3	records/p3/flag-certificates/102875979.json
-102991307	3	3	3	records/p3/flag-certificates/102991307.json
-103019367	3	3	3	records/p3/flag-certificates/103019367.json
-103066755	3	3	3	records/p3/flag-certificates/103066755.json
-103233395	3	3	3	records/p3/flag-certificates/103233395.json
-103265860	3	3	3	records/p3/flag-certificates/103265860.json
-103410836	3	3	3	records/p3/flag-certificates/103410836.json
-103419807	3	3	3	records/p3/flag-certificates/103419807.json
-103585979	3	3	3	records/p3/flag-certificates/103585979.json
-103770483	3	3	3	records/p3/flag-certificates/103770483.json
-103804552	3	3	3	records/p3/flag-certificates/103804552.json
-103965639	3	3	3	records/p3/flag-certificates/103965639.json
-104176635	3	3	3	records/p3/flag-certificates/104176635.json
-104540167	3	3	3	records/p3/flag-certificates/104540167.json
-104712567	3	3	3	records/p3/flag-certificates/104712567.json
-104728740	3	3	3	records/p3/flag-certificates/104728740.json
-104729779	3	3	3	records/p3/flag-certificates/104729779.json
-104731543	3	3	3	records/p3/flag-certificates/104731543.json
-104864343	3	3	9	records/p3/flag-certificates/104864343.json
-104906328	3	3	3	records/p3/flag-certificates/104906328.json
-104956276	3	3	9	records/p3/flag-certificates/104956276.json
-105071143	3	3	3	records/p3/flag-certificates/105071143.json
-105215595	3	3	3	records/p3/flag-certificates/105215595.json
-105347240	3	3	3	records/p3/flag-certificates/105347240.json
-105589567	3	3	3	records/p3/flag-certificates/105589567.json
-105720547	3	3	3	records/p3/flag-certificates/105720547.json
-105834035	3	3	3	records/p3/flag-certificates/105834035.json
-105860635	3	3	3	records/p3/flag-certificates/105860635.json
-105967319	3	3	3	records/p3/flag-certificates/105967319.json
-106125551	3	3	3	records/p3/flag-certificates/106125551.json
-106247912	3	3	3	records/p3/flag-certificates/106247912.json
-106268803	3	3	3	records/p3/flag-certificates/106268803.json
-106372235	3	3	9	records/p3/flag-certificates/106372235.json
-106715623	3	3	3	records/p3/flag-certificates/106715623.json
-106925507	3	3	3	records/p3/flag-certificates/106925507.json
-107034195	3	3	3	records/p3/flag-certificates/107034195.json
-107095315	3	3	3	records/p3/flag-certificates/107095315.json
-107314951	3	3	9	records/p3/flag-certificates/107314951.json
-107475007	3	3	3	records/p3/flag-certificates/107475007.json
-107623363	3	3	3	records/p3/flag-certificates/107623363.json
-107668299	3	3	9	records/p3/flag-certificates/107668299.json
-107682635	3	3	3	records/p3/flag-certificates/107682635.json
-108037479	3	3	3	records/p3/flag-certificates/108037479.json
-108109907	3	3	3	records/p3/flag-certificates/108109907.json
-108273279	3	3	3	records/p3/flag-certificates/108273279.json
-108289923	3	3	3	records/p3/flag-certificates/108289923.json
-108315995	3	3	9	records/p3/flag-certificates/108315995.json
-108518063	3	3	9	records/p3/flag-certificates/108518063.json
-108526127	3	3	3	records/p3/flag-certificates/108526127.json
-108627752	3	3	3	records/p3/flag-certificates/108627752.json
-108654647	3	3	3	records/p3/flag-certificates/108654647.json
-108803464	3	3	3	records/p3/flag-certificates/108803464.json
-108890715	3	3	27	records/p3/flag-certificates/108890715.json
-109036687	3	3	9	records/p3/flag-certificates/109036687.json
-109060195	3	3	729	records/p3/flag-certificates/109060195.json
-109414808	3	3	3	records/p3/flag-certificates/109414808.json
-109587704	3	3	3	records/p3/flag-certificates/109587704.json
-109970463	3	3	3	records/p3/flag-certificates/109970463.json
-110021687	3	3	3	records/p3/flag-certificates/110021687.json
-110317755	3	3	3	records/p3/flag-certificates/110317755.json
-110398423	3	3	3	records/p3/flag-certificates/110398423.json
-110426808	3	3	3	records/p3/flag-certificates/110426808.json
-110554211	3	3	27	records/p3/flag-certificates/110554211.json
-110800772	3	3	3	records/p3/flag-certificates/110800772.json
-110870967	3	3	3	records/p3/flag-certificates/110870967.json
-110899864	3	3	3	records/p3/flag-certificates/110899864.json
-110992667	3	3	3	records/p3/flag-certificates/110992667.json
