# Part W7: the fields decided by a word count after a change of variables, one line per field.
# Columns: discriminant, prime p, p-class rank, coefficient field q of the change of variables, certificate file.
# The certificate records the change of variables and the high terms of the completed basis; see records/p3/flag-certificates/FORMAT.md.
discriminant	p	rank	q	certificate
-669258228	3	3	3	records/p3/flag-certificates/669258228.json
-669351752	3	3	3	records/p3/flag-certificates/669351752.json
-669361163	3	3	3	records/p3/flag-certificates/669361163.json
-669439843	3	3	3	records/p3/flag-certificates/669439843.json
-669449443	3	3	3	records/p3/flag-certificates/669449443.json
-669541908	3	3	3	records/p3/flag-certificates/669541908.json
-669545695	3	3	3	records/p3/flag-certificates/669545695.json
-669558479	3	3	3	records/p3/flag-certificates/669558479.json
-669622271	3	3	3	records/p3/flag-certificates/669622271.json
-669681707	3	3	3	records/p3/flag-certificates/669681707.json
-669776023	3	3	3	records/p3/flag-certificates/669776023.json
-669790427	3	3	3	records/p3/flag-certificates/669790427.json
-669808168	3	3	3	records/p3/flag-certificates/669808168.json
-669971983	3	3	3	records/p3/flag-certificates/669971983.json
-670172248	3	3	3	records/p3/flag-certificates/670172248.json
-670309316	3	3	3	records/p3/flag-certificates/670309316.json
-670454083	3	3	3	records/p3/flag-certificates/670454083.json
-670457320	3	3	3	records/p3/flag-certificates/670457320.json
-670535923	3	3	3	records/p3/flag-certificates/670535923.json
-670734948	3	3	3	records/p3/flag-certificates/670734948.json
-670882179	3	3	3	records/p3/flag-certificates/670882179.json
-670951879	3	3	3	records/p3/flag-certificates/670951879.json
-671006123	3	3	3	records/p3/flag-certificates/671006123.json
-671016543	3	3	3	records/p3/flag-certificates/671016543.json
-671038399	3	3	27	records/p3/flag-certificates/671038399.json
-671142111	3	3	3	records/p3/flag-certificates/671142111.json
-671237732	3	3	3	records/p3/flag-certificates/671237732.json
-671238563	3	3	3	records/p3/flag-certificates/671238563.json
-671241967	3	3	3	records/p3/flag-certificates/671241967.json
-671444776	3	3	3	records/p3/flag-certificates/671444776.json
-671457023	3	3	3	records/p3/flag-certificates/671457023.json
-671517031	3	3	9	records/p3/flag-certificates/671517031.json
-671592907	3	3	3	records/p3/flag-certificates/671592907.json
-671643227	3	3	3	records/p3/flag-certificates/671643227.json
-671720035	3	3	3	records/p3/flag-certificates/671720035.json
-671729727	3	3	3	records/p3/flag-certificates/671729727.json
-671798803	3	3	3	records/p3/flag-certificates/671798803.json
-672113723	3	3	3	records/p3/flag-certificates/672113723.json
-672157663	3	3	3	records/p3/flag-certificates/672157663.json
-672260615	3	3	3	records/p3/flag-certificates/672260615.json
-672313028	3	3	3	records/p3/flag-certificates/672313028.json
-672313531	3	3	9	records/p3/flag-certificates/672313531.json
-672425231	3	3	3	records/p3/flag-certificates/672425231.json
-672471859	3	3	3	records/p3/flag-certificates/672471859.json
-672595188	3	3	3	records/p3/flag-certificates/672595188.json
-672686936	3	3	3	records/p3/flag-certificates/672686936.json
-672750159	3	3	3	records/p3/flag-certificates/672750159.json
-672772399	3	3	3	records/p3/flag-certificates/672772399.json
-673019531	3	3	3	records/p3/flag-certificates/673019531.json
-673253556	3	3	3	records/p3/flag-certificates/673253556.json
-673288808	3	3	3	records/p3/flag-certificates/673288808.json
-673352051	3	3	3	records/p3/flag-certificates/673352051.json
-673400339	3	3	3	records/p3/flag-certificates/673400339.json
-673434199	3	3	3	records/p3/flag-certificates/673434199.json
-673468327	3	3	9	records/p3/flag-certificates/673468327.json
-673764835	3	3	3	records/p3/flag-certificates/673764835.json
-673768267	3	3	3	records/p3/flag-certificates/673768267.json
-674020015	3	3	3	records/p3/flag-certificates/674020015.json
-674076131	3	3	3	records/p3/flag-certificates/674076131.json
-674288331	3	3	3	records/p3/flag-certificates/674288331.json
-674298003	3	3	3	records/p3/flag-certificates/674298003.json
-674370407	3	3	3	records/p3/flag-certificates/674370407.json
-674409739	3	3	3	records/p3/flag-certificates/674409739.json
-674745236	3	3	3	records/p3/flag-certificates/674745236.json
-674756167	3	3	3	records/p3/flag-certificates/674756167.json
-674863720	3	3	3	records/p3/flag-certificates/674863720.json
-674998836	3	3	3	records/p3/flag-certificates/674998836.json
-675158143	3	3	3	records/p3/flag-certificates/675158143.json
-675163967	3	3	3	records/p3/flag-certificates/675163967.json
-675231428	3	3	3	records/p3/flag-certificates/675231428.json
-675272083	3	3	81	records/p3/flag-certificates/675272083.json
-675307203	3	3	3	records/p3/flag-certificates/675307203.json
-675418835	3	3	3	records/p3/flag-certificates/675418835.json
-675436443	3	3	3	records/p3/flag-certificates/675436443.json
-675496196	3	3	3	records/p3/flag-certificates/675496196.json
-675640427	3	3	3	records/p3/flag-certificates/675640427.json
-676035019	3	3	3	records/p3/flag-certificates/676035019.json
-676127892	3	3	3	records/p3/flag-certificates/676127892.json
-676294827	3	3	3	records/p3/flag-certificates/676294827.json
-676469867	3	3	3	records/p3/flag-certificates/676469867.json
-676505531	3	3	3	records/p3/flag-certificates/676505531.json
-676558515	3	3	3	records/p3/flag-certificates/676558515.json
-676562063	3	3	3	records/p3/flag-certificates/676562063.json
-676635599	3	3	3	records/p3/flag-certificates/676635599.json
-676696344	3	3	3	records/p3/flag-certificates/676696344.json
-676711695	3	3	9	records/p3/flag-certificates/676711695.json
-676800872	3	3	3	records/p3/flag-certificates/676800872.json
-676928507	3	3	3	records/p3/flag-certificates/676928507.json
-676933352	3	3	3	records/p3/flag-certificates/676933352.json
-676942763	3	3	3	records/p3/flag-certificates/676942763.json
-676958712	3	3	3	records/p3/flag-certificates/676958712.json
-677002171	3	3	3	records/p3/flag-certificates/677002171.json
-677094259	3	3	3	records/p3/flag-certificates/677094259.json
-677163935	3	3	3	records/p3/flag-certificates/677163935.json
-677233283	3	3	3	records/p3/flag-certificates/677233283.json
-677366792	3	3	3	records/p3/flag-certificates/677366792.json
-677424171	3	3	9	records/p3/flag-certificates/677424171.json
-677448283	3	3	9	records/p3/flag-certificates/677448283.json
-677489459	3	3	3	records/p3/flag-certificates/677489459.json
-677567707	3	3	3	records/p3/flag-certificates/677567707.json
-677629671	3	3	3	records/p3/flag-certificates/677629671.json
-677826920	3	3	3	records/p3/flag-certificates/677826920.json
-677952907	3	3	3	records/p3/flag-certificates/677952907.json
-677953828	3	3	3	records/p3/flag-certificates/677953828.json
-678038595	3	3	3	records/p3/flag-certificates/678038595.json
-678095231	3	3	3	records/p3/flag-certificates/678095231.json
-678237531	3	3	3	records/p3/flag-certificates/678237531.json
-678253703	3	3	3	records/p3/flag-certificates/678253703.json
-678347483	3	3	3	records/p3/flag-certificates/678347483.json
-678438091	3	3	81	records/p3/flag-certificates/678438091.json
-678514063	3	3	3	records/p3/flag-certificates/678514063.json
-678527111	3	3	3	records/p3/flag-certificates/678527111.json
-678680431	3	3	3	records/p3/flag-certificates/678680431.json
-678681923	3	3	3	records/p3/flag-certificates/678681923.json
-678692420	3	3	3	records/p3/flag-certificates/678692420.json
-678745495	3	3	3	records/p3/flag-certificates/678745495.json
-678827832	3	3	3	records/p3/flag-certificates/678827832.json
-678935135	3	3	3	records/p3/flag-certificates/678935135.json
-679028639	3	3	3	records/p3/flag-certificates/679028639.json
-679118995	3	3	9	records/p3/flag-certificates/679118995.json
-679201016	3	3	3	records/p3/flag-certificates/679201016.json
-679328227	3	3	3	records/p3/flag-certificates/679328227.json
-679392596	3	3	27	records/p3/flag-certificates/679392596.json
-679446296	3	3	3	records/p3/flag-certificates/679446296.json
-679457319	3	3	3	records/p3/flag-certificates/679457319.json
-679467995	3	3	3	records/p3/flag-certificates/679467995.json
-679670616	3	3	3	records/p3/flag-certificates/679670616.json
-679789896	3	3	3	records/p3/flag-certificates/679789896.json
-679848907	3	3	3	records/p3/flag-certificates/679848907.json
-679910611	3	3	3	records/p3/flag-certificates/679910611.json
-679911316	3	3	3	records/p3/flag-certificates/679911316.json
-680073716	3	3	3	records/p3/flag-certificates/680073716.json
-680087795	3	3	3	records/p3/flag-certificates/680087795.json
-680138247	3	3	3	records/p3/flag-certificates/680138247.json
-680175751	3	3	3	records/p3/flag-certificates/680175751.json
-680188443	3	3	3	records/p3/flag-certificates/680188443.json
-680226196	3	3	3	records/p3/flag-certificates/680226196.json
-680306196	3	3	3	records/p3/flag-certificates/680306196.json
-680316191	3	3	3	records/p3/flag-certificates/680316191.json
-680490527	3	3	3	records/p3/flag-certificates/680490527.json
-680639747	3	3	3	records/p3/flag-certificates/680639747.json
-680715880	3	3	3	records/p3/flag-certificates/680715880.json
-680776532	3	3	3	records/p3/flag-certificates/680776532.json
-680834711	3	3	3	records/p3/flag-certificates/680834711.json
-680953827	3	3	3	records/p3/flag-certificates/680953827.json
-680982488	3	3	3	records/p3/flag-certificates/680982488.json
-681004795	3	3	3	records/p3/flag-certificates/681004795.json
-681230131	3	3	9	records/p3/flag-certificates/681230131.json
-681259215	3	3	3	records/p3/flag-certificates/681259215.json
-681300391	3	3	3	records/p3/flag-certificates/681300391.json
-681376580	3	3	3	records/p3/flag-certificates/681376580.json
-681410643	3	3	3	records/p3/flag-certificates/681410643.json
-681413935	3	3	3	records/p3/flag-certificates/681413935.json
-681575176	3	3	729	records/p3/flag-certificates/681575176.json
-681745619	3	3	3	records/p3/flag-certificates/681745619.json
-681975367	3	3	3	records/p3/flag-certificates/681975367.json
-681993419	3	3	3	records/p3/flag-certificates/681993419.json
-682025239	3	3	3	records/p3/flag-certificates/682025239.json
-682096904	3	3	3	records/p3/flag-certificates/682096904.json
-682111380	3	3	3	records/p3/flag-certificates/682111380.json
-682583860	3	3	3	records/p3/flag-certificates/682583860.json
-682627864	3	3	3	records/p3/flag-certificates/682627864.json
-682673531	3	3	81	records/p3/flag-certificates/682673531.json
-682809491	3	3	3	records/p3/flag-certificates/682809491.json
-682819183	3	3	3	records/p3/flag-certificates/682819183.json
-682924315	3	3	3	records/p3/flag-certificates/682924315.json
-683049972	3	3	81	records/p3/flag-certificates/683049972.json
-683092499	3	3	3	records/p3/flag-certificates/683092499.json
-683186195	3	3	3	records/p3/flag-certificates/683186195.json
-683433859	3	3	9	records/p3/flag-certificates/683433859.json
-683445284	3	3	3	records/p3/flag-certificates/683445284.json
-683693704	3	3	3	records/p3/flag-certificates/683693704.json
-683715403	3	3	3	records/p3/flag-certificates/683715403.json
-683762343	3	3	3	records/p3/flag-certificates/683762343.json
-683854291	3	3	3	records/p3/flag-certificates/683854291.json
-684040403	3	3	27	records/p3/flag-certificates/684040403.json
-684085007	3	3	3	records/p3/flag-certificates/684085007.json
-684247163	3	3	3	records/p3/flag-certificates/684247163.json
-684312627	3	3	3	records/p3/flag-certificates/684312627.json
-684368491	3	3	27	records/p3/flag-certificates/684368491.json
-684473199	3	3	3	records/p3/flag-certificates/684473199.json
-684535267	3	3	3	records/p3/flag-certificates/684535267.json
-684652027	3	3	3	records/p3/flag-certificates/684652027.json
-684693431	3	3	3	records/p3/flag-certificates/684693431.json
-684766183	3	3	3	records/p3/flag-certificates/684766183.json
-684806699	3	3	27	records/p3/flag-certificates/684806699.json
-684823012	3	3	3	records/p3/flag-certificates/684823012.json
-684956728	3	3	3	records/p3/flag-certificates/684956728.json
-684956823	3	3	3	records/p3/flag-certificates/684956823.json
-685051495	3	3	3	records/p3/flag-certificates/685051495.json
-685098571	3	3	3	records/p3/flag-certificates/685098571.json
-685215192	3	3	3	records/p3/flag-certificates/685215192.json
-685262951	3	3	3	records/p3/flag-certificates/685262951.json
-685418847	3	3	3	records/p3/flag-certificates/685418847.json
-685716767	3	3	27	records/p3/flag-certificates/685716767.json
-685733736	3	3	3	records/p3/flag-certificates/685733736.json
-685890451	3	3	3	records/p3/flag-certificates/685890451.json
-686039307	3	3	3	records/p3/flag-certificates/686039307.json
-686062968	3	3	3	records/p3/flag-certificates/686062968.json
-686095044	3	3	9	records/p3/flag-certificates/686095044.json
-686099384	3	3	243	records/p3/flag-certificates/686099384.json
-686101511	3	3	3	records/p3/flag-certificates/686101511.json
-686113995	3	3	3	records/p3/flag-certificates/686113995.json
-686128495	3	3	3	records/p3/flag-certificates/686128495.json
-686280495	3	3	3	records/p3/flag-certificates/686280495.json
-686436683	3	3	3	records/p3/flag-certificates/686436683.json
-686439615	3	3	3	records/p3/flag-certificates/686439615.json
-686446931	3	3	3	records/p3/flag-certificates/686446931.json
-686486135	3	3	3	records/p3/flag-certificates/686486135.json
-686522292	3	3	3	records/p3/flag-certificates/686522292.json
-686626631	3	3	3	records/p3/flag-certificates/686626631.json
-686670420	3	3	3	records/p3/flag-certificates/686670420.json
-686691923	3	3	3	records/p3/flag-certificates/686691923.json
-686710643	3	3	3	records/p3/flag-certificates/686710643.json
-686778359	3	3	3	records/p3/flag-certificates/686778359.json
-686795099	3	3	3	records/p3/flag-certificates/686795099.json
-686882407	3	3	3	records/p3/flag-certificates/686882407.json
-686939123	3	3	3	records/p3/flag-certificates/686939123.json
-687022451	3	3	3	records/p3/flag-certificates/687022451.json
-687053455	3	3	3	records/p3/flag-certificates/687053455.json
-687080131	3	3	9	records/p3/flag-certificates/687080131.json
-687083284	3	3	3	records/p3/flag-certificates/687083284.json
-687143768	3	3	3	records/p3/flag-certificates/687143768.json
-687236503	3	3	3	records/p3/flag-certificates/687236503.json
-687242839	3	3	3	records/p3/flag-certificates/687242839.json
-687256783	3	3	3	records/p3/flag-certificates/687256783.json
-687306199	3	3	3	records/p3/flag-certificates/687306199.json
-687379163	3	3	3	records/p3/flag-certificates/687379163.json
-687386660	3	3	3	records/p3/flag-certificates/687386660.json
-687432163	3	3	3	records/p3/flag-certificates/687432163.json
-687612671	3	3	3	records/p3/flag-certificates/687612671.json
-687672911	3	3	3	records/p3/flag-certificates/687672911.json
-687726643	3	3	3	records/p3/flag-certificates/687726643.json
-687799407	3	3	3	records/p3/flag-certificates/687799407.json
-687813683	3	3	3	records/p3/flag-certificates/687813683.json
-688146164	3	3	9	records/p3/flag-certificates/688146164.json
-688229635	3	3	3	records/p3/flag-certificates/688229635.json
-688285671	3	3	3	records/p3/flag-certificates/688285671.json
-688296327	3	3	3	records/p3/flag-certificates/688296327.json
-688321787	3	3	3	records/p3/flag-certificates/688321787.json
-688544260	3	3	3	records/p3/flag-certificates/688544260.json
-688636023	3	3	3	records/p3/flag-certificates/688636023.json
-688666771	3	3	3	records/p3/flag-certificates/688666771.json
-688690871	3	3	3	records/p3/flag-certificates/688690871.json
-688709199	3	3	3	records/p3/flag-certificates/688709199.json
-688747507	3	3	3	records/p3/flag-certificates/688747507.json
-688969031	3	3	3	records/p3/flag-certificates/688969031.json
-688983880	3	3	3	records/p3/flag-certificates/688983880.json
-689003391	3	3	3	records/p3/flag-certificates/689003391.json
-689176483	3	3	3	records/p3/flag-certificates/689176483.json
-689390756	3	3	3	records/p3/flag-certificates/689390756.json
-689500235	3	3	3	records/p3/flag-certificates/689500235.json
-689694591	3	3	3	records/p3/flag-certificates/689694591.json
-689749332	3	3	3	records/p3/flag-certificates/689749332.json
-689912543	3	3	3	records/p3/flag-certificates/689912543.json
-690020164	3	3	3	records/p3/flag-certificates/690020164.json
-690162904	3	3	3	records/p3/flag-certificates/690162904.json
-690328543	3	3	3	records/p3/flag-certificates/690328543.json
-690409451	3	3	3	records/p3/flag-certificates/690409451.json
-690499963	3	3	3	records/p3/flag-certificates/690499963.json
-690548695	3	3	3	records/p3/flag-certificates/690548695.json
-690715880	3	3	3	records/p3/flag-certificates/690715880.json
-690803295	3	3	3	records/p3/flag-certificates/690803295.json
-690848979	3	3	3	records/p3/flag-certificates/690848979.json
-691131607	3	3	3	records/p3/flag-certificates/691131607.json
-691156708	3	3	9	records/p3/flag-certificates/691156708.json
-691205531	3	3	3	records/p3/flag-certificates/691205531.json
-691316852	3	3	3	records/p3/flag-certificates/691316852.json
-691446451	3	3	3	records/p3/flag-certificates/691446451.json
-691566011	3	3	3	records/p3/flag-certificates/691566011.json
-691578403	3	3	3	records/p3/flag-certificates/691578403.json
-691581540	3	3	3	records/p3/flag-certificates/691581540.json
-691595795	3	3	3	records/p3/flag-certificates/691595795.json
-691617988	3	3	3	records/p3/flag-certificates/691617988.json
-691652103	3	3	3	records/p3/flag-certificates/691652103.json
-691681307	3	3	3	records/p3/flag-certificates/691681307.json
-691751395	3	3	3	records/p3/flag-certificates/691751395.json
-691913711	3	3	3	records/p3/flag-certificates/691913711.json
-692001448	3	3	3	records/p3/flag-certificates/692001448.json
-692119903	3	3	3	records/p3/flag-certificates/692119903.json
-692395215	3	3	3	records/p3/flag-certificates/692395215.json
-692672311	3	3	3	records/p3/flag-certificates/692672311.json
-692810783	3	3	3	records/p3/flag-certificates/692810783.json
-692861188	3	3	3	records/p3/flag-certificates/692861188.json
-692970415	3	3	3	records/p3/flag-certificates/692970415.json
-693002263	3	3	3	records/p3/flag-certificates/693002263.json
-693113844	3	3	3	records/p3/flag-certificates/693113844.json
-693265231	3	3	3	records/p3/flag-certificates/693265231.json
-693275368	3	3	3	records/p3/flag-certificates/693275368.json
-693293035	3	3	3	records/p3/flag-certificates/693293035.json
-693296383	3	3	3	records/p3/flag-certificates/693296383.json
-693558751	3	3	3	records/p3/flag-certificates/693558751.json
-693560324	3	3	3	records/p3/flag-certificates/693560324.json
-693727607	3	3	3	records/p3/flag-certificates/693727607.json
-693754547	3	3	3	records/p3/flag-certificates/693754547.json
-693814963	3	3	3	records/p3/flag-certificates/693814963.json
-693965815	3	3	3	records/p3/flag-certificates/693965815.json
-693990503	3	3	9	records/p3/flag-certificates/693990503.json
-694041503	3	3	3	records/p3/flag-certificates/694041503.json
-694123583	3	3	3	records/p3/flag-certificates/694123583.json
-694282831	3	3	3	records/p3/flag-certificates/694282831.json
-694408395	3	3	9	records/p3/flag-certificates/694408395.json
-694497992	3	3	3	records/p3/flag-certificates/694497992.json
-694541103	3	3	3	records/p3/flag-certificates/694541103.json
-694562708	3	3	3	records/p3/flag-certificates/694562708.json
-694580995	3	3	3	records/p3/flag-certificates/694580995.json
-694595256	3	3	3	records/p3/flag-certificates/694595256.json
-694642459	3	3	3	records/p3/flag-certificates/694642459.json
-694848163	3	3	3	records/p3/flag-certificates/694848163.json
-695034260	3	3	3	records/p3/flag-certificates/695034260.json
-695087855	3	3	3	records/p3/flag-certificates/695087855.json
-695337323	3	3	3	records/p3/flag-certificates/695337323.json
-695386687	3	3	3	records/p3/flag-certificates/695386687.json
-695413651	3	3	3	records/p3/flag-certificates/695413651.json
-695429188	3	3	3	records/p3/flag-certificates/695429188.json
-695496856	3	3	3	records/p3/flag-certificates/695496856.json
-695508323	3	3	3	records/p3/flag-certificates/695508323.json
-695746567	3	3	9	records/p3/flag-certificates/695746567.json
-695842564	3	3	729	records/p3/flag-certificates/695842564.json
-695990499	3	3	3	records/p3/flag-certificates/695990499.json
-696042856	3	3	27	records/p3/flag-certificates/696042856.json
-696172223	3	3	3	records/p3/flag-certificates/696172223.json
-696206191	3	3	3	records/p3/flag-certificates/696206191.json
-696328692	3	3	3	records/p3/flag-certificates/696328692.json
-696358920	3	3	3	records/p3/flag-certificates/696358920.json
-696629803	3	3	27	records/p3/flag-certificates/696629803.json
-696918567	3	3	3	records/p3/flag-certificates/696918567.json
-696944616	3	3	3	records/p3/flag-certificates/696944616.json
-696979579	3	3	9	records/p3/flag-certificates/696979579.json
-697187291	3	3	3	records/p3/flag-certificates/697187291.json
-697224863	3	3	3	records/p3/flag-certificates/697224863.json
-697378756	3	3	3	records/p3/flag-certificates/697378756.json
-697486655	3	3	3	records/p3/flag-certificates/697486655.json
-697499720	3	3	3	records/p3/flag-certificates/697499720.json
-697637191	3	3	3	records/p3/flag-certificates/697637191.json
-697789252	3	3	3	records/p3/flag-certificates/697789252.json
-697941703	3	3	3	records/p3/flag-certificates/697941703.json
-698035012	3	3	3	records/p3/flag-certificates/698035012.json
-698344187	3	3	3	records/p3/flag-certificates/698344187.json
-698680344	3	3	3	records/p3/flag-certificates/698680344.json
-698742248	3	3	3	records/p3/flag-certificates/698742248.json
-699102731	3	3	3	records/p3/flag-certificates/699102731.json
-699107503	3	3	3	records/p3/flag-certificates/699107503.json
-699252619	3	3	3	records/p3/flag-certificates/699252619.json
-699383787	3	3	3	records/p3/flag-certificates/699383787.json
-699409587	3	3	3	records/p3/flag-certificates/699409587.json
-699435599	3	3	3	records/p3/flag-certificates/699435599.json
-699455843	3	3	3	records/p3/flag-certificates/699455843.json
-699560087	3	3	3	records/p3/flag-certificates/699560087.json
-699610479	3	3	3	records/p3/flag-certificates/699610479.json
-699639112	3	3	3	records/p3/flag-certificates/699639112.json
-699692503	3	3	3	records/p3/flag-certificates/699692503.json
-699722659	3	3	3	records/p3/flag-certificates/699722659.json
-699750319	3	3	3	records/p3/flag-certificates/699750319.json
-699902871	3	3	3	records/p3/flag-certificates/699902871.json
-699934408	3	3	243	records/p3/flag-certificates/699934408.json
-700031044	3	3	3	records/p3/flag-certificates/700031044.json
-700057507	3	3	3	records/p3/flag-certificates/700057507.json
-700080311	3	3	3	records/p3/flag-certificates/700080311.json
-700192491	3	3	3	records/p3/flag-certificates/700192491.json
-700200815	3	3	3	records/p3/flag-certificates/700200815.json
-700330607	3	3	3	records/p3/flag-certificates/700330607.json
-700379835	3	3	3	records/p3/flag-certificates/700379835.json
-700442351	3	3	3	records/p3/flag-certificates/700442351.json
-700466567	3	3	3	records/p3/flag-certificates/700466567.json
-700509080	3	3	3	records/p3/flag-certificates/700509080.json
-700623971	3	3	3	records/p3/flag-certificates/700623971.json
-700634127	3	3	3	records/p3/flag-certificates/700634127.json
-700774696	3	3	3	records/p3/flag-certificates/700774696.json
-700979860	3	3	3	records/p3/flag-certificates/700979860.json
-701278727	3	3	3	records/p3/flag-certificates/701278727.json
-701289707	3	3	3	records/p3/flag-certificates/701289707.json
-701485879	3	3	9	records/p3/flag-certificates/701485879.json
-701586136	3	3	3	records/p3/flag-certificates/701586136.json
-701633743	3	3	3	records/p3/flag-certificates/701633743.json
-701700379	3	3	3	records/p3/flag-certificates/701700379.json
-701828788	3	3	3	records/p3/flag-certificates/701828788.json
-701845107	3	3	3	records/p3/flag-certificates/701845107.json
-701857992	3	3	3	records/p3/flag-certificates/701857992.json
-701864776	3	3	3	records/p3/flag-certificates/701864776.json
-701883771	3	3	3	records/p3/flag-certificates/701883771.json
-701913496	3	3	3	records/p3/flag-certificates/701913496.json
-701963755	3	3	3	records/p3/flag-certificates/701963755.json
-702063947	3	3	3	records/p3/flag-certificates/702063947.json
-702103924	3	3	3	records/p3/flag-certificates/702103924.json
-702175719	3	3	3	records/p3/flag-certificates/702175719.json
-702344248	3	3	3	records/p3/flag-certificates/702344248.json
-702378728	3	3	3	records/p3/flag-certificates/702378728.json
-702379963	3	3	3	records/p3/flag-certificates/702379963.json
-702499832	3	3	3	records/p3/flag-certificates/702499832.json
-702502395	3	3	3	records/p3/flag-certificates/702502395.json
-702758563	3	3	3	records/p3/flag-certificates/702758563.json
-702836283	3	3	27	records/p3/flag-certificates/702836283.json
-702851476	3	3	3	records/p3/flag-certificates/702851476.json
-702872264	3	3	3	records/p3/flag-certificates/702872264.json
-702938920	3	3	27	records/p3/flag-certificates/702938920.json
-703075015	3	3	3	records/p3/flag-certificates/703075015.json
-703077743	3	3	3	records/p3/flag-certificates/703077743.json
-703189444	3	3	3	records/p3/flag-certificates/703189444.json
-703297511	3	3	3	records/p3/flag-certificates/703297511.json
-703340148	3	3	3	records/p3/flag-certificates/703340148.json
-703385967	3	3	3	records/p3/flag-certificates/703385967.json
-703391528	3	3	3	records/p3/flag-certificates/703391528.json
-703449735	3	3	3	records/p3/flag-certificates/703449735.json
-703667723	3	3	3	records/p3/flag-certificates/703667723.json
-703701659	3	3	3	records/p3/flag-certificates/703701659.json
-703754035	3	3	3	records/p3/flag-certificates/703754035.json
-703775071	3	3	3	records/p3/flag-certificates/703775071.json
-704097011	3	3	9	records/p3/flag-certificates/704097011.json
-704162535	3	3	3	records/p3/flag-certificates/704162535.json
-704169931	3	3	3	records/p3/flag-certificates/704169931.json
-704247791	3	3	3	records/p3/flag-certificates/704247791.json
-704303428	3	3	3	records/p3/flag-certificates/704303428.json
-704566011	3	3	9	records/p3/flag-certificates/704566011.json
-704733151	3	3	3	records/p3/flag-certificates/704733151.json
-704808132	3	3	3	records/p3/flag-certificates/704808132.json
-704863592	3	3	3	records/p3/flag-certificates/704863592.json
-704920155	3	3	3	records/p3/flag-certificates/704920155.json
-704923048	3	3	3	records/p3/flag-certificates/704923048.json
-705180647	3	3	3	records/p3/flag-certificates/705180647.json
-705229883	3	3	3	records/p3/flag-certificates/705229883.json
-705324280	3	3	3	records/p3/flag-certificates/705324280.json
-705332383	3	3	3	records/p3/flag-certificates/705332383.json
-705335695	3	3	3	records/p3/flag-certificates/705335695.json
-705466247	3	3	3	records/p3/flag-certificates/705466247.json
-705922207	3	3	3	records/p3/flag-certificates/705922207.json
-705960931	3	3	3	records/p3/flag-certificates/705960931.json
-705989348	3	3	3	records/p3/flag-certificates/705989348.json
-706110763	3	3	3	records/p3/flag-certificates/706110763.json
-706149987	3	3	3	records/p3/flag-certificates/706149987.json
-706150927	3	3	3	records/p3/flag-certificates/706150927.json
-706159220	3	3	3	records/p3/flag-certificates/706159220.json
-706318855	3	3	3	records/p3/flag-certificates/706318855.json
-706359268	3	3	3	records/p3/flag-certificates/706359268.json
-706433863	3	3	9	records/p3/flag-certificates/706433863.json
-706477944	3	3	3	records/p3/flag-certificates/706477944.json
-706674211	3	3	9	records/p3/flag-certificates/706674211.json
-706726187	3	3	3	records/p3/flag-certificates/706726187.json
-706960264	3	3	3	records/p3/flag-certificates/706960264.json
-706981295	3	3	3	records/p3/flag-certificates/706981295.json
-707017587	3	3	3	records/p3/flag-certificates/707017587.json
-707077444	3	3	3	records/p3/flag-certificates/707077444.json
-707317907	3	3	3	records/p3/flag-certificates/707317907.json
-707351191	3	3	3	records/p3/flag-certificates/707351191.json
-707536639	3	3	3	records/p3/flag-certificates/707536639.json
-707562536	3	3	3	records/p3/flag-certificates/707562536.json
-707619480	3	3	81	records/p3/flag-certificates/707619480.json
-707678143	3	3	3	records/p3/flag-certificates/707678143.json
-707791156	3	3	3	records/p3/flag-certificates/707791156.json
-707819019	3	3	3	records/p3/flag-certificates/707819019.json
-707845819	3	3	3	records/p3/flag-certificates/707845819.json
-707899883	3	3	3	records/p3/flag-certificates/707899883.json
-707986491	3	3	3	records/p3/flag-certificates/707986491.json
-708001583	3	3	3	records/p3/flag-certificates/708001583.json
-708070631	3	3	3	records/p3/flag-certificates/708070631.json
-708274916	3	3	3	records/p3/flag-certificates/708274916.json
-708301463	3	3	3	records/p3/flag-certificates/708301463.json
-708353795	3	3	3	records/p3/flag-certificates/708353795.json
-708382167	3	3	3	records/p3/flag-certificates/708382167.json
-708392395	3	3	3	records/p3/flag-certificates/708392395.json
-708591047	3	3	3	records/p3/flag-certificates/708591047.json
-708664055	3	3	3	records/p3/flag-certificates/708664055.json
-708804008	3	3	3	records/p3/flag-certificates/708804008.json
-708899459	3	3	9	records/p3/flag-certificates/708899459.json
-708912728	3	3	3	records/p3/flag-certificates/708912728.json
-708914612	3	3	3	records/p3/flag-certificates/708914612.json
-709176259	3	3	81	records/p3/flag-certificates/709176259.json
-709299384	3	3	3	records/p3/flag-certificates/709299384.json
-709328431	3	3	3	records/p3/flag-certificates/709328431.json
-709485871	3	3	3	records/p3/flag-certificates/709485871.json
-709539099	3	3	3	records/p3/flag-certificates/709539099.json
-709683828	3	3	3	records/p3/flag-certificates/709683828.json
-709701256	3	3	3	records/p3/flag-certificates/709701256.json
-709788779	3	3	3	records/p3/flag-certificates/709788779.json
-709817503	3	3	3	records/p3/flag-certificates/709817503.json
-709920323	3	3	3	records/p3/flag-certificates/709920323.json
-710055319	3	3	3	records/p3/flag-certificates/710055319.json
-710180391	3	3	3	records/p3/flag-certificates/710180391.json
