discriminant	field	max_head_degree	head_words
-580247555	3	8	12
-580270072	3	8	12
-580333343	9	6	10
-580449179	3	8	12
-580482696	3	7	11
-580505160	3	8	13
-580513208	3	11	19
-580635451	243	8	12
-580698079	3	8	13
-580705432	3	6	9
-580779555	27	8	10
-580864487	3	8	10
-580900947	3	8	12
-580971407	3	8	10
-581047763	3	8	10
-581060135	3	6	9
-581161215	3	8	11
-581217864	3	8	12
-581290116	3	6	10
-581406987	81	8	12
-581495179	3	8	10
-581550788	3	7	11
-581566820	3	8	12
-581603512	3	6	10
-581696159	3	6	10
-581792520	3	8	10
-581933672	3	6	9
-581971256	3	5	9
-582006691	3	6	10
-582023615	3	8	10
-582038419	3	5	6
-582090431	3	8	12
-582175907	3	8	12
-582262031	3	8	12
-582525211	3	7	11
-582590420	9	7	12
-582689512	3	8	12
-582727352	3	8	12
-582774979	9	8	13
-582786311	3	8	13
-582814003	3	8	13
-582945331	3	7	12
-583052743	3	5	6
-583110971	3	5	9
-583571283	3	6	10
-583580603	3	7	12
-583749523	3	8	11
-583795583	9	7	12
-583841704	3	7	11
-583971711	3	8	10
-584363339	3	6	10
-584379912	3	8	10
-584445143	3	8	13
-584470856	9	7	12
-584503832	3	10	15
-584518359	9	8	12
-584600871	3	6	10
-584628004	3	7	11
-584762323	3	8	14
-584806991	3	6	10
-584808103	3	8	12
-584893055	3	8	13
-584905083	3	10	19
-584976088	3	8	10
-585091531	3	6	10
-585297051	3	6	9
-585355684	3	5	6
-585441352	3	7	12
-585537131	3	8	10
-585668999	3	7	12
-585728043	3	10	19
-585738852	3	7	12
-585805748	3	7	11
-585837247	3	8	11
-585865028	3	7	11
-585892443	3	5	9
-585896307	9	7	12
-585984403	3	8	10
-585986052	3	8	13
-586018052	9	7	12
-586228372	3	7	11
-586346483	3	6	9
-586361951	3	8	10
-586443647	3	6	9
-586524955	3	7	12
-586668495	3	8	12
-586738408	3	6	10
-586933023	9	8	12
-586988211	3	8	10
-587013331	3	8	11
-587015815	3	8	13
-587037604	3	6	11
-587067688	3	8	10
-587090143	3	8	12
-587165412	3	7	11
-587231187	3	8	10
-587310467	3	7	11
-587426939	9	9	13
-587571287	3	8	12
-587596459	3	8	10
-587627880	3	8	13
-587677631	3	7	12
-587807971	9	8	12
-587869192	243	8	12
-588030683	3	8	11
-588066968	3	8	13
-588158596	3	7	12
-588209460	3	7	12
-588470303	81	8	12
-588473543	3	11	17
-588606312	3	6	9
-588682515	3	7	11
-588776488	3	6	9
-588784919	3	8	13
-588819055	3	6	10
-588833976	3	8	11
-588977423	3	7	12
-589108171	3	8	13
-589169467	3	7	12
-589190628	3	7	10
-589200971	3	7	11
-589341140	3	8	12
-589491688	3	8	10
-589606131	3	6	9
-589681252	3	11	16
-589826743	3	7	12
-589946555	3	7	12
-589978743	3	9	14
-590008552	3	7	12
-590011147	3	8	12
-590417851	9	8	12
-590482051	3	6	10
-590556599	3	8	12
-590563535	3	8	10
-590721827	3	7	11
-590915551	3	6	10
-591209599	3	6	11
-591227095	3	11	15
-591227723	3	8	12
-591232827	3	8	10
-591386159	3	8	12
-591491423	9	7	12
-591538859	3	6	10
-591846187	3	8	13
-591966516	3	8	10
-592069027	3	7	12
-592382472	3	6	10
-592403707	9	7	12
-592425235	3	8	13
-592441231	3	6	10
-592487591	3	8	12
-592518271	3	7	10
-592531087	3	6	10
-592548791	3	8	12
-592599284	9	7	12
-592607860	3	8	13
-592609539	3	8	13
-592647815	3	6	10
-592669543	3	6	10
-592768063	3	8	12
-592811092	3	6	9
-592968788	3	8	13
-592986979	3	8	12
-593074347	3	8	12
-593116267	3	7	9
-593285492	3	8	12
-593606559	3	7	12
-593616647	3	8	14
-593635192	3	6	10
-593718283	3	9	13
-593729591	3	8	10
-593796296	3	6	10
-593829435	27	8	12
-593835060	3	6	10
-593900239	3	8	13
-593936632	3	5	9
-593970035	3	6	10
-594082264	3	8	10
-594294047	3	8	13
-594335839	3	6	9
-594374964	3	11	17
-594448280	3	6	10
-594576488	3	8	10
-594707268	3	7	12
-594783231	3	7	9
-595010315	3	6	9
-595013791	3	7	12
-595018291	3	8	12
-595058263	3	7	12
-595168323	9	8	12
-595280687	3	6	9
-595478571	3	6	10
-595504751	9	8	12
-595515395	3	6	10
-595541047	3	8	13
-595567480	3	8	10
-595575395	3	7	12
-595589336	3	7	11
-595647363	3	8	12
-595712392	9	8	10
-595721587	3	6	10
-595741523	3	8	13
-595846183	3	7	10
-595928019	3	8	14
-595966740	3	7	9
-596122855	3	8	12
-596230728	3	8	12
-596250552	3	7	11
-596255327	9	8	12
-596265427	3	8	12
-596471923	27	8	12
-596490772	3	7	12
-596499864	3	8	12
-596519720	3	6	10
-596543492	27	8	12
-596554399	3	6	10
-596673255	27	8	12
-596871283	3	6	10
-596892184	81	8	12
-596920692	3	6	10
-597229615	3	8	10
-597307719	3	7	9
-597470323	3	6	10
-597548851	3	7	12
-597627347	3	7	11
-597697707	3	7	9
-597706440	27	7	12
-597719327	9	7	12
-597948859	3	6	10
-597987943	3	10	15
-598223779	3	7	11
-598273880	3	8	10
-598395012	3	7	12
-598409332	3	8	10
-598566991	3	8	10
-598707923	3	8	12
-598725095	3	8	15
-599025995	3	7	12
-599115560	3	8	10
-599193031	3	5	6
-599660884	27	8	10
-599735267	3	8	12
-600038743	3	7	11
-600383208	3	8	10
-600394371	3	8	12
-600397172	3	8	12
-600557915	3	6	10
-600713599	3	10	18
-600735695	3	8	12
-600755620	3	6	10
-600828379	3	8	10
-600857288	3	7	9
-600861864	3	6	8
-600906131	3	9	13
-600950415	3	6	9
-600975167	3	8	13
-601035587	3	6	10
-601132639	3	8	12
-601172287	3	6	9
-601404635	3	6	10
-601413531	9	7	10
-601442216	3	6	10
-601767399	3	6	10
-601834772	3	7	12
-601850855	3	6	9
-601907812	3	8	12
-602082151	3	5	6
-602142379	3	6	10
-602193851	3	7	12
-602374427	3	8	13
-602443640	3	8	12
-602578535	3	8	15
-602589423	3	8	10
-602616503	3	6	10
-602732383	3	8	12
-602753619	3	7	11
-602795384	3	11	18
-602798531	3	7	8
-602810987	3	7	11
-603158568	3	6	9
-603204148	3	6	11
-603217087	3	8	10
-603269668	3	7	12
-603393555	3	8	12
-603431684	3	8	12
-603454139	3	8	12
-603537223	3	8	12
-603632756	3	8	10
-603976756	3	6	10
-604144952	3	6	10
-604295679	3	8	10
-604445387	3	8	13
-604484612	3	8	10
-604574003	3	8	12
-604636644	9	7	12
-604732484	3	6	10
-604853735	27	8	12
-604951624	3	8	12
-605169323	3	7	9
-605219403	3	7	7
-605277059	3	7	11
-605298399	3	6	10
-605441327	3	5	6
-605529523	3	8	13
-605562520	3	7	10
-605614244	27	8	12
-605637419	3	7	12
-605650651	9	6	10
-605701736	3	9	11
-605703415	3	8	12
-605847271	3	6	10
-605863432	9	6	10
-605869295	3	8	13
-605969051	3	7	12
-606013368	3	8	10
-606019327	3	9	15
-606102859	3	8	10
-606142699	243	8	12
-606273955	3	8	13
-606319199	3	8	12
-606377047	3	7	9
-606463144	3	6	10
-606586584	3	5	9
-606586963	3	6	10
-606588472	3	8	10
-606666759	3	8	12
-606767667	3	6	9
-606913316	3	8	10
-607083492	3	8	12
-607120292	3	8	13
-607161512	3	8	11
-607330691	3	8	10
-607360324	3	10	18
-607675476	3	8	11
-607686943	9	8	10
-607701588	3	8	12
-607709395	9	9	15
-607846616	3	6	10
-607851623	243	8	12
-607918827	3	7	11
-607933427	3	8	10
-608008424	3	8	13
-608106803	9	8	10
-608175851	3	10	17
-608235591	3	7	10
-608306611	27	8	12
-608382703	3	7	12
-608424671	3	8	10
-608490823	3	8	10
-608577415	3	8	12
-608727396	3	6	10
-608992099	3	7	12
-609032683	3	5	6
-609128180	9	7	12
-609266019	81	8	12
-609360299	243	8	12
-609427891	2187	8	12
-609428939	9	8	12
-609597095	3	5	6
-609732548	3	9	14
-609835623	3	7	11
-609975895	3	8	12
-610249791	243	8	12
-610327823	3	6	10
-610732484	3	6	10
-610833911	3	8	14
-610856215	3	8	12
-610914155	3	8	13
-610980323	3	6	10
-611034791	3	7	12
-611180247	3	8	13
-611241124	3	8	12
-611256623	3	6	10
-611270159	27	8	12
-611301751	3	8	13
-611346919	3	6	9
-611388395	3	8	10
-611461140	3	8	10
-611498951	3	7	10
-611579492	3	8	10
-611708632	27	8	12
-611727483	3	8	10
-611746971	3	8	10
-611796495	3	7	9
-611805259	3	8	12
-611861695	3	6	10
-611939912	3	7	11
-612039607	3	7	12
-612084459	3	8	11
-612139304	3	8	10
-612169483	3	8	10
-612446971	3	10	18
-612488939	3	7	12
-612568687	3	8	10
-612661391	3	8	12
-612936347	3	8	10
-612939471	3	8	10
-612975383	3	5	6
-613067799	3	6	10
-613156196	3	8	13
-613180679	3	8	13
-613397332	3	8	12
-613412696	3	8	10
-613526735	3	8	10
-613627059	3	7	13
-613781095	3	7	11
-613821387	3	6	9
-613834187	3	6	9
-613846379	3	8	13
-613926671	3	7	12
-614004884	3	7	12
-614146327	3	8	13
-614166899	3	8	13
-614212136	3	8	13
-614270404	3	6	10
-614287959	3	8	10
-614324920	3	8	10
-614401399	3	5	6
-614420615	3	7	12
-614648164	9	7	12
-614704639	3	8	11
-614705908	3	8	12
-614735716	3	6	10
-614754184	3	6	10
-614757395	3	8	10
-614805783	3	8	13
-614889016	3	8	12
-614940503	3	7	9
-615080647	3	8	11
-615118891	3	7	11
-615455887	3	8	13
-615821896	3	8	10
-615822395	3	11	23
-615927304	3	6	10
-615955399	3	8	13
-616128331	3	6	10
-616173699	27	8	12
-616178795	3	8	10
-616227699	3	8	12
-616356379	3	8	10
-616409835	3	6	9
-616739108	3	8	11
-616756943	3	8	10
-616791379	3	8	12
-616942787	3	6	10
-617005736	3	6	10
-617073299	3	7	11
-617130644	9	8	10
-617357720	3	7	12
-617390887	3	8	14
-617460387	9	7	12
-617485768	3	7	11
-617704763	3	7	11
-617856499	3	7	12
-617866991	3	7	11
-618002855	3	8	13
-618143503	3	8	10
-618366707	3	8	12
-618456723	3	8	12
-618494308	3	8	13
-618559719	3	6	10
-618729979	3	9	13
-618747636	3	8	13
-618752431	3	8	14
-618858647	3	8	12
-619024079	3	8	13
-619303791	3	7	12
-619354243	3	6	10
-619375683	3	8	14
-619414671	3	8	10
-619435828	3	8	10
-619629416	27	8	12
-619653288	3	8	10
-619667907	3	7	12
-619714363	3	8	10
-619723011	3	7	12
-619960904	3	8	10
-620001223	3	6	10
-620112455	3	8	12
-620122799	3	7	12
-620231907	3	7	9
-620430955	3	6	10
-620442903	3	6	10
-620496911	3	7	12
-620498579	3	6	10
-620672387	3	6	10
-620686587	3	6	10
-620738447	3	8	12
-621159083	3	6	10
-621188852	3	8	12
-621351111	3	10	15
-621360283	3	8	12
-621367876	3	5	9
-621442083	3	7	11
-621610003	9	7	12
-621611167	3	6	10
-621621944	3	8	12
-621773192	3	7	12
-621943871	3	8	12
-622061512	3	6	9
-622112939	3	7	10
-622379828	9	8	12
-622397176	3	8	10
-622406152	3	7	11
-622487960	3	8	12
-622726743	3	8	13
-622752451	3	8	12
-622977671	3	6	9
-623069831	3	8	10
-623283607	3	8	10
-623305363	3	8	10
-623366435	3	8	13
-623421311	3	6	10
-623426408	3	8	13
-623482183	3	6	9
-623588667	3	6	10
-623729991	3	7	12
-623818955	3	6	10
-623966763	3	8	10
-624101867	3	8	13
-624278363	3	8	12
-624343224	3	6	10
-624366319	3	8	12
-624409307	3	6	10
-624665467	3	8	12
-624775003	3	6	9
-625009123	3	7	12
-625100759	3	8	11
-625236007	3	8	12
-625332980	3	6	9
-625586452	3	8	12
-625652079	3	9	15
-625652119	3	8	14
-625678919	3	6	10
-625836484	3	7	11
-625931771	9	8	12
-626016596	3	8	12
-626145176	3	8	11
-626205979	3	8	10
-626282051	3	11	17
-626332255	3	7	12
-626431687	3	7	12
-626480563	3	8	12
-626539528	9	8	12
-626933944	3	8	10
-627031384	3	8	12
-627631819	3	8	10
-627644831	3	5	9
-627824443	3	8	10
-627891803	3	8	10
-628132827	3	8	10
-628191336	3	8	13
-628256239	3	6	10
-628424819	3	7	11
-628475799	3	7	11
-628526296	243	8	12
-628663987	3	7	12
-628665563	3	8	12
-628727012	3	8	12
-628785271	3	6	10
-628822419	3	8	13
-628826804	3	6	10
-628838468	3	8	12
-628869588	3	8	12
-628922479	3	8	10
-629008439	3	8	12
-629284211	3	7	9
-629393171	3	10	17
-629404923	3	6	11
-629416895	3	8	10
-629446967	3	10	15
-629564052	3	8	10
-629637992	3	7	12
-629671939	3	6	10
-629701860	3	7	12
-629702403	3	8	14
-629730359	3	5	6
-629868895	3	6	10
-629948744	3	7	11
-629958199	3	8	12
-630080887	3	6	10
-630210323	3	6	10
-630236903	3	8	12
-630239992	243	8	12
-630407319	3	6	10
-630469972	3	9	13
-630575979	3	8	12
-630696099	3	8	13
-630785215	27	7	12
-630810267	3	6	10
-630842143	3	8	12
-630902116	3	7	12
-630925619	3	8	10
-631151699	3	8	12
-631153651	3	8	14
-631338056	3	7	12
-631341940	3	6	10
-631348779	3	6	10
-631366264	3	8	13
-631552579	3	8	13
-631591043	9	7	12
-631794063	3	7	11
-631881111	3	8	12
-632088664	3	8	12
-632270291	3	6	10
-632277823	3	8	12
-632431571	3	8	10
-632520267	3	8	10
-632713091	3	6	10
-632802947	3	9	15
-632898011	3	8	10
-633125647	27	8	12
-633297747	3	8	12
-633318227	3	8	10
-633324019	3	8	10
-633367759	3	8	12
-633452344	3	5	6
-633619787	81	8	12
-633623279	3	7	12
-633640555	3	7	12
-633791839	3	7	11
-633863183	3	8	12
-633909515	3	8	10
-633929015	3	8	12
-634128799	3	7	12
-634253636	3	8	13
-634271791	3	7	9
-634522159	9	8	10
-634554203	3	8	12
-635114111	3	8	12
-635277191	3	8	10
-635313547	3	6	10
-635414392	9	6	10
-635539736	3	6	10
-635611547	3	10	23
-635628503	3	7	11
-635766932	243	8	12
-635873883	9	8	10
-636135828	3	8	10
-636263643	3	7	12
-636283115	3	8	12
-636327503	3	7	12
-636540292	27	8	12
-636698899	3	7	14
-636731615	3	6	10
-636913427	3	5	9
-636913860	3	6	10
-637122644	3	7	9
-637129815	3	7	7
-637298059	3	8	12
-637379976	3	8	11
-637500311	3	8	9
-637659716	3	6	10
-637681528	3	7	10
-637693339	3	6	10
-637739027	3	10	17
-637748852	3	8	12
-637753343	3	8	12
-638163659	3	7	11
-638344632	9	8	13
-638386123	3	8	13
-638401667	3	6	11
-638403560	3	8	12
-638471543	3	8	10
-638502104	3	6	10
-638632571	3	9	13
-638737095	81	8	12
-638786739	3	8	12
-638862871	3	7	11
-638963123	9	6	10
-638995332	3	6	9
-639033591	3	8	10
-639054715	3	8	11
-639064244	3	8	12
-639204299	3	7	12
-639307679	3	8	13
-639338039	3	8	13
-639383495	3	6	9
-639835108	3	8	12
-640075668	3	6	10
-640171172	3	6	10
-640183223	3	6	10
-640234263	3	10	13
-640258807	3	5	9
-640309303	3	8	14
-640482139	3	8	13
-640483487	3	8	13
-640588244	3	7	12
-640884207	3	8	12
-640948279	3	7	12
-641327496	3	7	11
-641333947	3	8	12
-641357159	3	8	10
-641458883	3	8	14
-641506439	3	8	11
-641694135	3	8	12
-641760519	3	7	12
-641767227	3	8	13
-642218599	3	6	10
-642307411	3	6	9
-642462379	3	6	10
-642513711	3	8	10
-642522287	3	5	6
-642528811	243	8	12
-642588340	3	7	11
-642740363	9	9	13
-642861283	3	8	12
-642870823	3	8	12
-642934183	3	8	13
-642982947	3	8	12
-642989156	3	8	13
-643033304	81	8	12
-643037944	3	6	9
-643051607	3	10	16
-643065688	3	5	6
-643286564	3	8	10
-643380740	3	8	13
-643436999	3	8	12
-643461839	3	8	13
-643670111	81	8	12
-643681607	3	7	10
-643700020	3	8	13
-643757908	3	8	12
-643764212	3	7	12
-644006312	3	9	14
-644077183	3	8	15
-644120340	3	8	12
-644137444	3	6	10
-644205899	3	8	10
-644291607	3	10	18
-644303732	3	8	11
-644332279	3	8	11
-644391752	3	6	9
-644566523	3	6	10
-644569064	3	7	11
-644577195	3	7	12
-644691767	3	8	13
-644701879	3	8	12
-644821283	3	6	10
-644843779	3	8	11
-644843912	3	9	15
-645021012	3	8	12
-645724996	3	8	10
-645736447	3	8	12
-645770695	3	5	8
-645812035	3	8	12
-645903652	3	8	13
-646036644	27	7	12
-646094095	81	7	12
-646162859	3	5	6
-646269503	3	6	10
-646364283	3	6	10
-646632779	9	7	12
-646669939	3	7	12
-646795396	3	6	9
-646894111	3	7	9
-646925919	3	6	9
-646982023	3	8	12
-647024552	3	9	15
-647146504	3	8	12
-647149883	3	6	9
-647299011	3	8	10
-647312807	3	7	11
-647343343	3	8	13
-647413943	3	7	12
-647510107	3	8	15
-647515960	3	6	10
-647640803	3	7	11
-647651995	3	6	9
-648125944	3	7	12
-648439588	3	8	10
-648621627	3	8	12
-648710967	3	8	10
-648732615	3	7	12
-648767732	3	7	11
-648804511	3	6	10
-649078984	3	6	10
-649425799	3	7	12
-649432311	3	7	11
-649438835	3	6	10
-649448591	3	7	11
-649451492	3	5	6
-649531444	3	8	10
-649811764	3	7	12
-649835864	81	7	12
-650117559	3	6	9
-650183155	3	10	17
-650185087	3	9	14
-650338404	3	8	12
-650420948	3	5	9
-650635444	3	8	13
-650761415	3	6	10
-650799147	3	8	13
-651252788	3	6	10
-651318968	3	8	12
-651418183	3	8	11
-651595199	3	6	10
-651677695	3	10	16
-651697979	3	7	11
-651840168	3	7	12
-651857019	3	7	11
-651894983	3	6	10
-651999716	3	6	9
-652005051	3	10	15
-652048131	3	6	10
-652062260	3	8	10
-652123384	9	8	13
-652206903	3	6	10
-652214431	9	8	13
-652259807	3	6	9
-652313131	3	6	10
-652374067	3	8	12
-652481987	3	6	10
-652535879	3	8	13
-652593999	3	8	10
-652603751	3	8	12
-652742835	27	8	12
-652751331	3	8	10
-652797643	3	7	11
-652800603	3	8	12
-652912264	3	6	10
-652947151	3	5	5
-652961319	3	8	10
-653001448	3	5	6
-653069047	3	11	16
-653132747	3	8	11
-653276039	3	4	5
-653413559	9	7	12
-653513511	3	8	12
-653688488	3	8	10
-653744991	3	8	13
-653835188	9	7	12
-653909752	3	7	10
-653925247	3	7	12
-654079079	3	8	12
-654241215	3	8	12
-654344888	3	8	12
-654371684	3	9	13
-654406456	243	8	12
-654450547	3	7	11
-654468319	3	6	9
-654515579	3	6	10
-654630216	9	8	12
-654633547	3	6	10
-654668563	3	8	10
-654684655	3	6	9
-655118456	3	10	16
-655128856	81	8	12
-655294747	3	6	9
-655295087	3	6	10
-655470484	9	7	12
-655653656	3	7	11
-655745588	3	6	9
-655754843	3	8	13
-655759803	3	8	14
-655828827	9	5	6
-655840068	3	8	13
-656006196	27	8	12
-656007428	3	10	15
-656056263	3	8	11
-656192744	81	8	12
-656438648	3	8	10
-656484351	3	7	9
-656689247	3	8	10
-656726772	3	8	12
-656729511	3	8	12
-656756088	3	6	9
-656762651	9	8	13
-656772563	3	5	9
-656782580	3	7	12
-656879683	3	7	12
-656975147	3	8	11
-656989115	3	6	10
-657023336	9	8	13
-657120120	3	8	13
-657121687	3	7	12
-657127039	9	8	12
-657148147	3	8	12
-657269416	3	8	10
-657407039	3	8	13
-657412232	3	8	13
-657543091	3	8	12
-657612327	729	8	12
-657615759	3	8	12
-657868079	9	8	10
-657903695	3	8	13
-658044703	3	8	13
-658047288	3	6	10
-658376952	3	7	12
-658379732	3	6	9
-658443631	3	8	10
-658465187	3	9	15
-658509731	3	7	12
-658646792	3	7	12
-658680520	3	8	12
-658710439	3	8	13
-658871911	3	9	15
-658992379	3	8	10
-659007915	3	8	10
-659054824	6561	8	12
-659062859	3	8	10
-659069060	3	8	12
-659169528	3	8	10
-659251507	3	6	10
-659258407	3	8	12
-659288755	9	7	12
-659295156	3	7	12
-659413707	3	9	16
-659538771	3	8	12
-659549767	3	8	12
-659584568	3	6	10
-659586052	3	5	6
-659636419	9	8	12
-659655499	9	8	12
-659754391	3	9	13
-659760247	3	8	12
-659974955	3	8	12
-660003811	3	8	12
-660269928	3	8	15
-660275204	3	6	9
-660328039	3	8	11
-660502859	3	5	5
-660578695	3	6	10
-660612011	3	8	10
-660715204	3	8	10
-660797967	3	8	12
-660853707	3	6	10
-660878708	3	11	18
-660954703	3	6	10
-661033320	3	8	13
-661130459	9	8	12
-661258264	27	8	12
-661299467	3	6	10
-661406932	3	7	11
-661549483	3	7	11
-661599007	3	6	9
-661745688	3	6	10
-661775399	3	8	12
-661807391	3	6	10
-661821416	3	7	12
-661870715	3	7	12
-661875963	3	8	12
-661989239	3	5	9
-661998199	3	8	13
-662102099	3	6	10
-662272484	9	8	12
-662586647	3	6	10
-662807119	9	8	12
-662904679	9	7	12
-663002231	9	7	12
-663006355	3	6	10
-663126571	3	9	13
-663127320	3	7	9
-663278568	3	8	13
-663323111	3	8	12
-663585483	3	8	12
-663617811	3	8	10
-663687219	3	8	12
-663698216	9	8	12
-663760024	3	7	11
-663808603	3	6	10
-663816963	3	8	12
-663930004	9	8	12
-663948772	3	8	12
-664012939	3	8	13
-664309795	3	8	11
-664429931	3	10	18
-664584724	81	8	12
-664655495	3	6	9
-664740772	3	8	9
-664846387	3	9	15
-665004280	3	6	10
-665011399	3	7	12
-665085608	27	8	12
-665118915	3	6	10
-665152739	3	6	10
-665324344	3	8	10
-665667624	3	6	10
-666161416	3	8	13
-666162872	3	6	10
-666183899	3	6	10
-666205355	9	5	6
-666252751	3	7	12
-666266999	3	8	10
-666368443	3	8	13
-666370119	3	8	13
-666556939	3	6	10
-666872219	3	8	12
-666954740	3	5	9
-667220043	3	8	11
-667385295	3	8	10
-667558219	3	6	10
-667563639	3	7	11
-667578163	3	8	13
-667794351	3	6	10
-668086388	3	8	11
-668090543	3	8	12
-668142407	9	8	12
-668163572	3	7	10
-668189092	3	7	11
-668239307	3	8	10
-668302323	3	8	10
-668372231	3	7	12
-668414548	3	6	10
-668522955	27	8	12
-668835203	3	7	12
-668853167	3	8	13
-668859499	3	6	10
-668923064	3	6	10
-668961043	3	6	10
-669017939	3	7	11
-669110888	3	6	10
-669114811	3	7	12
-669151579	3	7	12
-669198347	3	6	10
-669248283	3	10	17
-669258228	3	9	15
-669351752	3	8	12
-669361163	3	8	10
-669439843	3	8	11
-669449443	3	8	12
-669541908	3	7	12
-669545695	3	7	12
-669558479	3	6	10
-669622271	3	6	9
-669681707	3	8	12
-669776023	3	6	9
-669790427	3	8	11
-669808168	3	8	10
-669971983	3	6	10
-670172248	3	7	11
-670309316	3	8	13
-670454083	3	8	14
-670457320	3	8	14
-670535923	3	6	10
-670734948	3	6	10
-670882179	3	8	12
-670951879	3	8	13
-671006123	3	8	13
-671016543	3	6	10
-671038399	27	8	12
-671142111	3	10	18
-671237732	3	8	13
-671238563	3	8	12
-671241967	3	6	10
-671444776	3	8	14
-671457023	3	8	10
-671517031	9	6	10
-671592907	3	8	12
-671643227	3	8	13
-671720035	3	8	12
-671729727	3	8	10
-671798803	3	6	10
-672113723	3	6	8
-672157663	3	8	14
-672260615	3	6	10
-672313028	3	6	10
-672313531	9	8	12
-672425231	3	6	10
-672471859	3	6	10
-672595188	3	5	6
-672686936	3	8	10
-672750159	3	8	10
-672772399	3	8	9
-673019531	3	8	13
-673253556	3	8	10
-673288808	3	8	10
-673352051	3	8	12
-673400339	3	6	10
-673434199	3	8	11
-673468327	9	7	12
-673764835	3	10	19
-673768267	3	7	11
-674020015	3	8	12
-674076131	3	8	14
-674288331	3	8	13
-674298003	3	6	9
-674370407	3	7	12
-674409739	3	8	13
-674745236	3	8	13
-674756167	3	6	10
-674863720	3	8	10
-674998836	3	6	10
-675158143	3	7	11
-675163967	3	8	12
-675231428	3	8	10
-675272083	81	8	12
-675307203	3	8	13
-675418835	3	6	10
-675436443	3	4	4
-675496196	3	8	11
-675640427	3	9	15
-676035019	3	6	10
-676127892	3	6	10
-676294827	3	8	13
-676469867	3	8	11
-676505531	3	8	13
-676558515	3	7	12
-676562063	3	8	12
-676635599	3	8	13
-676696344	3	8	10
-676711695	9	7	12
-676800872	3	5	6
-676928507	3	8	13
-676933352	3	8	13
-676942763	3	10	16
-676958712	3	8	12
-677002171	3	8	10
-677094259	3	8	13
-677163935	3	8	10
-677233283	3	8	14
-677366792	3	6	9
-677424171	9	7	12
-677448283	9	7	12
-677489459	3	7	12
-677567707	3	5	6
-677629671	3	8	12
-677826920	3	7	12
-677952907	3	8	12
-677953828	3	8	10
-678038595	3	7	11
-678095231	3	6	9
-678237531	3	8	10
-678253703	3	6	10
-678347483	3	7	12
-678438091	81	8	12
-678514063	3	7	7
-678527111	3	8	12
-678680431	3	8	13
-678681923	3	8	12
-678692420	3	6	10
-678745495	3	9	15
-678827832	3	7	12
-678935135	3	6	9
-679028639	3	8	14
-679118995	9	7	12
-679201016	3	8	12
-679328227	3	8	13
-679392596	27	8	12
-679446296	3	8	12
-679457319	3	8	10
-679467995	3	8	10
-679670616	3	6	10
-679789896	3	6	9
-679848907	3	7	11
-679910611	3	8	15
-679911316	3	6	9
-680073716	3	6	10
-680087795	3	8	10
-680138247	3	8	13
-680175751	3	8	11
-680188443	3	8	10
-680226196	3	8	12
-680306196	3	6	10
-680316191	3	8	12
-680490527	3	6	10
-680639747	3	6	10
-680715880	3	8	12
-680776532	3	7	11
-680834711	3	7	9
-680953827	3	8	10
-680982488	3	8	12
-681004795	3	6	10
-681230131	9	9	13
-681259215	3	8	11
-681300391	3	8	12
-681376580	3	5	6
-681410643	3	8	10
-681413935	3	7	9
-681575176	729	8	12
-681745619	3	7	9
-681975367	3	8	13
-681993419	3	8	10
-682025239	3	11	17
-682096904	3	8	12
-682111380	3	8	10
-682583860	3	7	9
-682627864	3	6	10
-682673531	81	8	12
-682809491	3	6	9
-682819183	3	6	11
-682924315	3	6	10
-683049972	81	8	12
-683092499	3	8	12
-683186195	3	10	14
-683433859	9	9	15
-683445284	3	8	10
-683693704	3	8	13
-683715403	3	5	6
-683762343	3	6	10
-683854291	3	8	13
-684040403	27	8	12
-684085007	3	8	13
-684247163	3	8	12
-684312627	3	7	9
-684368491	27	8	12
-684473199	3	6	10
-684535267	3	8	10
-684652027	3	6	8
-684693431	3	8	12
-684766183	3	11	18
-684806699	27	8	12
-684823012	3	8	13
-684956728	3	6	9
-684956823	3	9	14
-685051495	3	6	10
-685098571	3	8	13
-685215192	3	8	10
-685262951	3	6	8
-685418847	3	8	13
-685716767	27	8	12
-685733736	3	11	18
-685890451	3	7	12
-686039307	3	5	9
-686062968	3	8	10
-686095044	9	7	12
-686099384	243	8	12
-686101511	3	7	12
-686113995	3	8	12
-686128495	3	7	12
-686280495	3	6	10
-686436683	3	11	28
-686439615	3	5	9
-686446931	3	8	13
-686486135	3	6	10
-686522292	3	7	11
-686626631	3	8	11
-686670420	3	8	10
-686691923	3	6	10
-686710643	3	6	10
-686778359	3	8	12
-686795099	3	8	13
-686882407	3	8	10
-686939123	3	8	12
-687022451	3	8	10
-687053455	3	6	10
-687080131	9	8	12
-687083284	3	7	9
-687143768	3	7	11
-687236503	3	7	12
-687242839	3	6	10
-687256783	3	11	11
-687306199	3	8	13
-687379163	3	6	10
-687386660	3	8	11
-687432163	3	8	11
-687612671	3	8	10
-687672911	3	6	9
-687726643	3	8	12
-687799407	3	4	5
-687813683	3	6	9
-688146164	9	8	10
-688229635	3	8	11
-688285671	3	7	12
-688296327	3	8	13
-688321787	3	8	12
-688544260	3	8	14
-688636023	3	8	11
-688666771	3	8	17
-688690871	3	7	11
-688709199	3	8	12
-688747507	3	8	12
-688969031	3	8	12
-688983880	3	8	12
-689003391	3	8	12
-689176483	3	8	12
-689390756	3	8	10
-689500235	3	8	12
-689694591	3	8	10
-689749332	3	6	9
