discriminant	field	max_head_degree	head_words
-455612135	9	8	12
-455641667	3	7	11
-455712191	3	6	9
-455725371	3	7	11
-455737847	3	8	13
-455891284	3	7	11
-455900824	3	7	12
-455974148	3	6	10
-456131156	3	7	9
-456326104	3	6	10
-456363707	81	8	12
-456485111	3	5	6
-456500191	9	6	10
-456506599	3	6	10
-456687899	81	8	12
-456752767	3	8	11
-456760231	3	8	11
-456900415	3	6	10
-456919355	3	6	10
-456965448	3	8	12
-457028447	3	8	13
-457060883	3	8	12
-457304207	3	5	8
-457428324	3	6	9
-457463460	3	7	11
-457528711	3	8	13
-457564148	3	8	13
-457567503	3	8	10
-457680163	9	8	12
-457711688	3	8	13
-457856591	9	8	13
-458028820	3	6	10
-458082763	3	6	9
-458134143	3	7	10
-458305123	81	8	12
-458330791	3	7	11
-458681764	3	8	13
-458732355	3	7	12
-458790719	3	8	11
-458793623	3	7	9
-458988535	3	10	15
-459027860	3	6	10
-459124827	3	6	10
-459145703	3	8	11
-459443240	3	6	10
-459475055	3	8	12
-459577160	3	6	11
-459724724	3	6	10
-459969288	3	8	10
-460210376	3	6	10
-460248607	9	9	13
-460350415	9	5	6
-460418799	3	8	12
-460425524	3	8	13
-460461779	3	8	12
-460530152	3	7	11
-460609027	9	8	13
-460707823	3	7	10
-460853087	3	6	9
-460853407	3	8	12
-460926455	3	6	10
-461001695	3	5	6
-461088835	3	4	5
-461224392	3	7	10
-461309711	3	6	10
-461342279	3	6	10
-461350056	3	8	13
-461440747	3	6	10
-461684211	3	7	10
-461772447	3	8	12
-461780191	3	9	13
-461803128	3	8	10
-461981315	3	7	12
-461983835	3	8	11
-462054376	3	8	10
-462092459	3	8	12
-462121503	3	7	11
-462219163	3	8	11
-462388403	3	8	10
-462466867	3	8	12
-462496763	3	9	14
-462643816	3	8	10
-462708491	3	7	11
-462709976	3	8	13
-462794392	3	8	10
-462813992	3	8	14
-462877748	9	8	12
-463033139	3	8	13
-463269003	27	8	12
-463316599	9	8	12
-463420052	3	6	10
-463481927	3	10	14
-463583739	3	6	9
-463702135	3	7	12
-463718987	3	8	13
-463732615	3	7	11
-463761347	9	9	13
-463860223	3	8	10
-464018747	3	8	11
-464133127	3	9	14
-464538295	3	7	12
-464549927	3	8	12
-464692111	3	7	8
-464783927	3	8	10
-465138456	3	7	12
-465278963	3	8	12
-465577583	3	7	9
-465687176	9	9	15
-465821659	27	8	12
-465836303	3	8	10
-466009156	3	8	13
-466173779	3	6	10
-466236415	3	8	10
-466259055	3	6	10
-466320404	3	8	12
-466324939	9	9	13
-466348163	3	6	10
-466514232	3	8	12
-466842847	3	9	13
-466873931	3	7	10
-467327551	3	8	12
-467344299	81	8	12
-467370872	3	7	12
-467378531	3	8	13
-467538367	3	8	12
-467691092	3	9	13
-467791867	3	8	11
-467841448	3	8	10
-467859032	3	6	10
-467969448	3	6	9
-468131091	3	6	10
-468235235	3	6	9
-468366739	3	6	10
-468420692	3	8	10
-468461471	3	8	10
-468569496	3	6	9
-468611131	3	5	6
-468687255	243	8	12
-468815251	3	8	13
-469006179	3	7	12
-469070807	3	7	11
-469137639	3	8	10
-469319444	3	7	13
-469336163	3	8	15
-469457140	3	7	12
-469552327	9	7	12
-469931699	3	8	13
-470030363	3	10	12
-470050312	3	9	13
-470079059	3	7	11
-470250343	3	8	10
-470268627	3	5	9
-470335043	3	7	11
-470339979	3	8	10
-470455044	3	8	12
-470531195	3	8	12
-470542628	3	8	13
-470549963	3	6	10
-470636427	3	8	12
-470665471	3	8	12
-470685407	3	6	10
-470745704	3	8	12
-470824511	3	8	10
-470889332	3	8	13
-471172683	3	8	10
-471191459	3	6	10
-471251887	3	8	12
-471253423	3	10	12
-471276516	3	8	10
-471277227	3	8	11
-471350891	3	8	15
-471371555	3	9	13
-471486955	3	8	13
-471649919	3	7	11
-471702611	3	8	12
-471773467	3	8	12
-471791515	3	6	10
-471845780	3	8	12
-472092679	3	7	9
-472280231	3	9	13
-472300203	3	8	10
-472315295	3	8	12
-472382851	3	8	10
-472390607	3	6	10
-472393191	3	6	10
-472468495	3	8	10
-472520191	9	7	12
-472536699	3	10	19
-472741187	3	6	10
-472747207	3	8	17
-472844395	9	5	8
-472880011	3	8	13
-472935739	9	8	13
-473164799	3	5	9
-473183943	3	6	10
-473192360	3	6	9
-473260776	3	6	10
-473267015	3	6	10
-473324735	3	9	16
-473377379	3	7	12
-473398663	3	6	10
-473422083	3	8	14
-473435995	3	7	12
-473594579	3	7	11
-473707659	3	6	10
-473725507	3	6	10
-473793279	3	8	13
-473846456	3	7	12
-473898183	3	7	12
-473977267	9	8	12
-474123647	3	8	12
-474133287	3	8	9
-474335860	243	8	12
-474641319	3	11	13
-474694079	3	8	13
-474852799	3	8	10
-474937924	3	8	12
-475079339	3	8	10
-475146779	3	8	12
-475398692	3	8	12
-475485879	3	8	12
-475520711	3	8	10
-475595727	3	8	13
-475692727	3	6	9
-475792663	3	7	12
-475836344	3	8	11
-475939959	27	8	12
-476051215	3	8	12
-476251864	3	7	11
-476256371	3	8	13
-476282168	3	5	9
-476375635	3	6	10
-476584699	3	6	8
-476633311	3	7	12
-476758164	3	8	10
-476782007	3	8	11
-476826215	3	7	10
-476837092	3	6	10
-477132024	3	5	6
-477179635	3	8	12
-477271931	9	7	12
-477297463	3	6	9
-477548311	3	6	9
-477823688	3	8	13
-477992531	3	8	11
-478324759	3	7	12
-478353563	9	6	10
-478420483	3	6	10
-478487471	3	7	12
-478522292	3	8	12
-478564267	3	6	9
-478582196	3	7	10
-478599071	9	8	12
-478638147	3	6	10
-478671880	3	8	10
-478740968	3	8	13
-478771355	3	8	10
-478928939	3	6	10
-479006324	3	7	9
-479014696	3	6	9
-479043627	3	4	4
-479053507	3	6	10
-479080787	6561	8	12
-479172027	3	8	14
-479278495	3	7	11
-479497483	3	8	12
-479866024	3	7	11
-479890283	3	8	12
-480115284	3	6	11
-480160843	3	8	10
-480213879	3	7	12
-480324596	3	6	9
-480351460	3	8	10
-480370148	3	8	14
-480388931	3	8	14
-480516871	9	9	13
-480561284	9	8	12
-480677735	3	7	12
-480692228	9	7	12
-480880987	3	6	10
-480974180	3	8	12
-481002947	3	6	10
-481083899	3	8	11
-481384456	3	9	14
-481408699	3	8	12
-481505991	3	8	12
-481508907	3	8	10
-481535699	9	8	12
-481750807	3	6	10
-481815435	3	8	10
-481867483	3	8	13
-481906520	3	8	13
-482230759	3	6	10
-482275627	3	8	10
-482402103	3	9	13
-482439667	3	5	9
-482444503	3	6	10
-482486971	3	5	9
-482837543	9	8	12
-482848847	3	8	10
-482852471	3	6	10
-482858043	3	7	11
-482866264	6561	8	12
-482895059	3	8	10
-483033347	3	6	10
-483406059	9	5	6
-483576423	3	6	10
-483666276	3	8	12
-483679412	3	6	10
-483780644	3	5	6
-483909748	9	7	12
-484058159	3	6	10
-484079847	3	5	6
-484150099	3	8	10
-484187019	3	8	13
-484192171	3	8	15
-484270763	3	8	13
-484303431	3	7	12
-484413079	3	8	14
-484413716	3	7	11
-484655403	3	8	12
-484714707	3	8	12
-484721652	3	6	9
-484758883	3	9	16
-484824623	3	8	10
-484855991	3	6	10
-485037160	3	8	10
-485063704	3	6	10
-485230971	3	8	10
-485257783	3	6	10
-485335032	81	8	12
-485348307	3	6	10
-485391747	3	9	13
-485414467	3	5	6
-485837607	3	8	12
-485934143	3	9	14
-485985907	3	8	12
-486006611	3	8	13
-486044339	3	9	13
-486073144	3	8	11
-486107255	3	5	6
-486134483	3	5	9
-486169763	3	6	10
-486178599	3	6	8
-486182516	3	6	10
-486240340	3	8	10
-486472451	9	5	6
-486555455	3	7	12
-486651752	9	8	10
-486706731	3	8	12
-486785819	3	8	11
-486871871	3	7	12
-486881411	3	8	12
-487024067	3	8	10
-487169335	243	8	12
-487323103	3	8	12
-487356647	3	6	10
-487358087	3	8	13
-487389703	3	8	10
-487429795	3	7	11
-487454527	3	8	13
-487466815	3	8	12
-487685863	3	8	13
-487829659	3	8	13
-487850863	3	6	10
-488502436	3	10	11
-488577907	3	6	10
-488607396	3	8	10
-488666859	3	6	9
-488727924	3	6	10
-488754424	3	8	13
-488828708	3	7	12
-488905979	3	8	14
-489060148	3	6	10
-489135336	3	5	5
-489163267	3	7	12
-489191279	3	6	10
-489199908	3	6	10
-489290308	3	8	12
-489425012	27	8	12
-489431495	3	8	10
-489476280	3	6	9
-489843940	3	8	13
-490170215	3	8	13
-490531807	3	8	13
-490560040	3	7	9
-490675787	3	6	10
-490691224	3	7	10
-490768680	27	8	12
-490794811	3	8	15
-490880427	3	8	11
-491028611	3	8	14
-491150427	3	8	10
-491220159	3	7	12
-491294911	3	6	10
-491308811	3	8	13
-491499047	3	8	13
-491596303	3	6	10
-491633544	3	6	10
-491670071	3	7	12
-491751599	3	9	13
-492028104	3	6	9
-492055535	3	7	8
-492207604	3	6	10
-492220271	3	9	13
-492414099	3	8	10
-492418319	3	6	10
-492712303	9	8	12
-492723359	3	8	12
-492843547	3	9	14
-492933399	27	7	12
-493077839	3	8	12
-493658571	3	6	11
-493814107	3	5	9
-493952788	3	8	13
-494029867	9	7	9
-494130664	3	8	13
-494239307	81	8	12
-494477592	3	8	15
-494552263	3	7	9
-494576619	3	8	12
-494603895	3	6	10
-494621643	3	5	6
-494680715	3	8	11
-494728152	9	8	10
-494783187	3	7	12
-494825524	3	5	9
-495031319	3	8	12
-495085492	3	6	10
-495116488	3	8	10
-495168599	9	8	12
-495220099	3	8	12
-495351768	3	9	15
-495550463	3	8	13
-495555303	3	7	9
-495627967	3	6	10
-495671919	3	6	10
-495793399	3	8	10
-495819748	81	8	12
-495942855	3	6	9
-496120120	3	7	11
-496206635	3	6	10
-496301880	9	8	12
-496400260	3	5	9
-496414635	3	7	12
-496507204	3	8	10
-496620548	3	6	10
-496712935	3	8	11
-496714180	27	8	12
-496729583	3	6	10
-496978948	3	8	17
-496987655	3	8	10
-497043599	3	6	9
-497061967	3	8	12
-497289471	3	6	9
-497305976	3	8	11
-497398919	9	7	12
-497433316	9	9	13
-497463796	3	8	12
-497551883	3	10	20
-497682980	3	8	12
-497845631	9	9	15
-498007903	3	8	12
-498143795	9	9	13
-498224840	2187	8	12
-498237599	3	6	10
-498334183	3	6	10
-498342788	3	8	13
-498430231	3	6	10
-498435076	9	9	13
-498704099	3	8	10
-498757508	3	9	15
-499028788	3	6	10
-499108715	3	5	6
-499135144	3	8	10
-499166771	3	8	13
-499298408	3	6	10
-499310247	3	8	13
-499369412	3	8	13
-499756760	3	8	10
-499759919	3	6	10
-499987016	9	8	12
-500057735	3	8	10
-500064708	3	8	12
-500092923	3	8	10
-500101531	3	8	10
-500146547	9	8	12
-500316184	3	8	12
-500319631	9	5	6
-500348631	3	11	13
-500455735	3	6	10
-500498707	9	7	12
-500551187	9	9	13
-500559684	9	8	12
-500576415	3	8	12
-500577667	3	8	10
-500762831	3	8	13
-500786239	3	8	12
-500794712	3	8	13
-500898583	3	8	10
-500954344	3	6	10
-500962223	9	9	13
-501039944	3	8	11
-501050111	3	8	10
-501107483	3	6	10
-501160835	3	8	10
-501190760	3	8	10
-501387071	3	8	10
-501655767	3	6	9
-501686744	3	6	10
-501701527	3	9	10
-501732367	3	8	13
-501898147	3	8	13
-501900719	243	8	12
-502207763	3	8	11
-502420612	3	5	6
-502455135	3	8	12
-502563707	3	6	10
-502804627	3	6	10
-502810043	3	7	11
-502946023	3	8	10
-503166919	3	6	9
-503174392	3	8	11
-503417812	3	7	12
-503450951	9	8	12
-503467759	3	8	10
-503482127	3	9	14
-503510651	3	7	11
-503608088	3	7	12
-503668423	3	5	6
-503718415	3	7	11
-504152771	3	7	11
-504168647	3	8	12
-504190851	3	8	11
-504362147	3	8	12
-504436411	3	8	12
-504496687	3	8	10
-504531023	27	6	10
-504554395	3	8	13
-505013028	3	7	11
-505016488	3	8	10
-505017743	3	8	12
-505099895	3	6	10
-505289023	3	8	12
-505300911	3	6	11
-505338679	3	7	9
-505489128	3	8	10
-505633503	3	8	13
-505662595	3	10	11
-505770315	3	8	13
-505790743	3	7	12
-505806647	9	6	10
-506019019	3	7	12
-506037331	3	7	12
-506138747	3	8	12
-506212927	3	8	12
-506219528	3	8	12
-506258711	3	7	11
-506330515	3	8	12
-506365588	3	7	12
-506367652	3	7	12
-506422648	3	8	13
-506573311	9	5	6
-506708311	81	8	12
-506787524	9	7	12
-506790904	3	7	11
-506802760	3	6	10
-506832068	3	8	12
-507077848	3	6	10
-507092423	3	8	14
-507099860	3	8	15
-507102820	3	8	15
-507111467	3	7	11
-507113483	3	6	10
-507219043	729	8	12
-507274235	3	6	9
-507385999	9	7	12
-507562391	3	8	11
-507640520	3	8	13
-507699476	3	6	10
-507729243	3	7	12
-507778103	3	6	10
-507808031	3	8	10
-508030744	3	6	10
-508151316	3	8	10
-508171080	3	8	12
-508171155	3	6	10
-508196411	3	6	8
-508248967	81	8	12
-508307252	3	8	12
-508330167	3	8	13
-508428884	3	7	10
-508476536	3	8	10
-508485972	3	8	13
-508649011	27	6	10
-508874424	3	8	13
-508957428	3	7	12
-509049176	81	8	12
-509167907	3	8	12
-509269207	3	8	10
-509295587	3	8	13
-509829215	3	8	12
-510007636	3	8	12
-510050959	9	8	13
-510073131	3	8	13
-510123299	3	8	10
-510162799	3	5	6
-510214548	3	8	13
-510444867	9	7	12
-510499327	3	7	11
-510506715	3	8	10
-510566468	9	9	15
-510794167	3	8	11
-510878519	3	11	16
-511201799	3	8	14
-511217371	3	5	5
-511290671	3	6	10
-511302343	3	7	8
-511356695	9	8	12
-511462403	3	7	11
-511548820	3	5	5
-511556287	3	11	14
-511594535	3	8	10
-511625791	3	6	10
-511652132	3	8	10
-511700595	3	8	10
-511910563	3	7	8
-511927079	3	7	9
-511963331	3	8	10
-512095684	3	7	12
-512104859	3	6	10
-512237544	3	5	6
-512321043	3	8	13
-512445428	3	8	10
-512460088	243	8	12
-512522696	3	8	12
-512569507	3	8	12
-512621255	3	8	12
-512665480	3	7	10
-512866036	3	6	10
-512882327	3	8	11
-513006104	3	6	10
-513007303	3	7	11
-513013592	9	7	12
-513104851	3	6	10
-513145931	3	8	13
-513290852	3	10	17
-513460276	3	8	10
-513471819	3	8	13
-513569463	3	7	11
-513739803	3	8	10
-513746283	3	6	11
-514025247	3	8	12
-514075687	3	8	12
-514161391	3	7	11
-514354123	3	8	12
-514381695	3	8	13
-514412087	3	8	11
-514682135	3	9	13
-514706948	3	8	13
-514749092	3	4	5
-514904196	3	11	15
-514967559	3	8	10
-515160931	3	8	13
-515279731	3	8	11
-515373031	3	8	12
-515388292	3	9	13
-515396548	3	8	10
-515430308	3	8	13
-515506996	3	6	10
-515596148	3	7	9
-515622984	3	8	11
-515659319	3	6	10
-515700383	3	8	12
-515898931	3	8	12
-515955755	3	8	14
-516041731	3	8	10
-516099016	27	8	12
-516199144	3	8	12
-516345699	3	6	9
-516373811	3	8	10
-516456199	3	5	6
-516482247	3	7	12
-516781428	3	8	12
-516986696	9	8	13
-517031711	9	8	10
-517257751	3	6	10
-517283912	3	6	10
-517339063	3	8	10
-517434063	3	8	12
-517582488	3	7	11
-517601127	3	8	12
-517603748	3	8	12
-517767703	3	10	16
-517921192	3	8	12
-517940147	3	8	13
-518028260	9	8	12
-518054699	81	8	12
-518183220	3	8	12
-518288963	3	7	11
-518300491	3	6	10
-518430724	3	7	11
-518592243	3	8	13
-518731352	3	8	15
-518916523	3	8	12
-518998456	3	8	13
-519063815	3	6	10
-519148159	3	8	13
-519165183	3	8	11
-519178459	3	7	11
-519182219	3	8	14
-519264223	3	6	10
-519406879	3	8	12
-519419759	3	7	11
-519505060	3	8	10
-519560519	9	5	8
-519688915	3	7	10
-519702199	3	7	12
-519711784	3	8	12
-519789895	81	8	12
-519962711	3	8	10
-520028196	9	7	12
-520057124	3	7	12
-520119224	3	8	13
-520182951	3	6	10
-520212916	3	5	5
-520220731	3	6	8
-520253603	9	7	12
-520279843	3	8	12
-520333624	9	8	13
-520415688	3	10	14
-520419892	3	6	10
-520432696	3	6	9
-520474287	3	6	10
-520495019	9	8	12
-520711423	3	6	10
-521237208	3	7	12
-521473556	3	8	10
-521727636	3	6	10
-521909887	3	6	9
-521985988	3	8	11
-522004163	3	6	10
-522032915	9	7	12
-522069099	3	6	10
-522080164	3	7	12
-522240907	9	7	12
-522298088	3	6	10
-522312671	3	5	6
-522861043	3	7	11
-522956255	3	8	15
-523029083	3	7	11
-523049467	9	9	15
-523073224	3	8	13
-523102135	3	8	11
-523174367	3	8	13
-523291963	3	8	10
-523308299	3	8	12
-523330759	3	8	13
-523408803	3	8	10
-523507467	3	8	12
-523525603	3	8	11
-523537972	3	7	12
-523733851	3	8	11
-523804031	3	8	17
-523892047	3	6	10
-523893659	3	8	13
-523929347	3	8	11
-523975343	3	8	10
-524017108	3	7	12
-524039783	3	6	10
-524059059	3	5	9
-524094707	3	8	11
-524328023	27	8	12
-524481799	3	8	13
-524586531	3	8	12
-524597047	3	8	10
-524608639	3	6	9
-524670015	3	8	12
-524783480	27	8	12
-524837044	3	8	12
-524918803	3	8	12
-525042499	3	8	13
-525434915	3	8	13
-525608824	3	8	12
-525709704	3	8	12
-525788671	3	8	12
-526042499	3	6	10
-526084415	3	8	10
-526129608	3	8	10
-526254195	3	5	6
-526260824	3	6	10
-526410996	3	6	10
-526505531	3	8	12
-526767512	3	5	7
-526866344	3	8	12
-526890955	3	7	11
-526920071	3	5	6
-526999108	3	8	10
-527037384	3	11	15
-527387515	3	8	10
-527390671	3	8	12
-527432147	3	8	13
-527761183	3	8	12
-527867864	3	11	16
-527877787	3	8	11
-527891083	3	8	12
-528166459	3	8	10
-528223083	3	11	17
-528261583	9	8	12
-528364484	3	8	12
-528392983	9	9	15
-528436695	3	8	12
-528513131	3	8	12
-528609343	3	7	12
-528661844	3	8	16
-528755071	9	8	12
-528805967	3	6	10
-529001679	3	8	12
-529005192	3	7	7
-529009231	3	7	12
-529036123	3	8	13
-529087243	3	6	10
-529150639	3	8	12
-529202751	3	6	10
-529237479	3	8	10
-529380856	3	8	11
-529413719	3	6	9
-529636403	3	7	11
-529654531	3	9	15
-529715287	3	6	9
-529770431	3	6	9
-529958827	3	6	10
-529995719	3	8	14
-530027507	3	8	10
-530099380	3	7	12
-530183647	3	8	10
-530384495	3	8	13
-530560916	3	8	12
-530618223	3	8	13
-530984163	3	8	13
-531010211	3	7	9
-531163963	3	8	12
-531226479	3	11	13
-531263219	3	6	9
-531319035	3	5	9
-531375207	3	6	10
-531375987	3	8	12
-531379956	3	6	10
-531513899	3	8	12
-531549176	3	8	10
-531700264	3	7	10
-531834835	3	6	10
-531845463	3	6	10
-531936148	3	8	12
-532047507	3	6	10
-532083191	3	8	10
-532145336	81	8	12
-532190563	3	6	10
-532202203	9	6	10
-532207844	3	8	10
-532274423	3	9	13
-532330535	81	8	12
-532511231	3	7	12
-532604424	3	8	13
-532648087	3	9	15
-532840040	3	6	10
-532844831	3	8	11
-533526692	3	8	10
-533559443	3	8	13
-533571539	27	7	12
-533763411	3	8	13
-533847563	3	6	10
-533918947	9	7	12
-533995219	27	8	12
-533999903	3	5	9
-534002587	81	7	12
-534113576	3	8	10
-534137267	27	8	12
-534444611	3	8	10
-534823064	3	8	13
-534823151	9	7	12
-534969128	9	8	12
-534976292	9	7	12
-534995635	243	8	12
-535159560	3	6	10
-535250344	3	6	10
-535295620	3	6	10
-535329815	3	10	10
-535335763	27	8	12
-535411256	3	9	13
-535516035	3	5	6
-535525912	3	8	12
-535695807	3	7	10
-535810271	3	5	9
-536104948	3	7	9
-536153716	243	8	12
-536159679	3	6	10
-536341768	3	7	11
-536435207	3	7	12
-536449684	3	8	13
-536450795	3	6	10
-536574103	3	8	12
-536622447	3	8	10
-536689220	3	6	10
-536850836	3	8	10
-536990583	3	6	10
-537115099	3	8	13
-537144292	3	8	13
-537152104	243	8	12
-537202819	3	8	12
-537271051	3	8	11
-537279652	27	8	12
-537475704	3	8	13
-537521816	3	8	11
-537530788	3	8	10
-537654959	3	8	10
-537735019	3	7	11
-537787903	3	8	14
-537885923	3	8	12
-537912888	3	8	10
-537948155	3	7	11
-538217959	3	8	12
-538271887	3	7	11
-538311524	3	5	6
-538331428	3	8	10
-538366388	3	6	10
-538414871	3	8	11
-538475784	3	6	10
-538496411	3	7	11
-538513583	3	6	10
-538538291	3	7	10
-538800415	3	7	12
-538855663	3	8	11
-538867163	3	8	13
-539223011	3	8	15
-539260403	3	8	12
-539289240	3	8	10
-539431843	3	8	12
-539552099	3	5	9
-539663252	3	8	12
-539811316	3	7	11
-539836963	3	7	11
-539853784	3	6	10
-540176591	3	8	10
-540208680	3	7	12
-540358323	3	8	12
-540379716	3	8	10
-540388047	3	6	10
-540532819	3	9	16
-540713667	3	6	10
-540756712	3	8	12
-540851911	3	8	12
-540877967	3	8	12
-540917987	3	8	13
-541002660	3	5	5
-541032719	9	6	10
-541146344	3	6	10
-541252779	3	8	10
-541363027	9	7	12
-541581799	3	8	10
-541658532	3	7	11
-541676692	3	6	10
-541698879	3	6	10
-541810904	3	8	10
-541831912	3	6	10
-541873572	3	6	10
-541874851	3	8	12
-541943048	3	7	11
-542064436	3	7	11
-542416872	3	8	14
-542437403	3	9	13
-542455359	3	8	12
-542596436	3	5	9
-542618255	3	8	12
-542620243	3	5	8
-542653988	3	8	10
-542705179	3	5	6
-542720363	3	8	15
-542834036	3	8	12
-542937192	3	10	15
-542978635	3	7	11
-543049511	3	6	10
-543085543	3	8	12
-543112447	3	6	9
-543313735	3	8	13
-543325863	3	7	11
-543380971	9	7	12
-543417832	3	7	10
-543442024	3	7	12
-543475743	3	6	9
-543500079	27	7	12
-543533063	3	6	10
-543702111	3	6	10
-543718571	3	7	11
-543743671	3	8	10
-543871715	3	6	10
-543915784	3	7	12
-543916103	3	8	12
-543958267	9	9	13
-544167032	3	8	10
-544241704	3	5	6
-544373220	3	8	12
-544400020	3	6	10
-544403123	3	7	12
-544457623	3	8	13
-544701623	3	8	10
-544858915	3	8	12
-544861364	3	6	11
-544883215	3	8	12
-545081560	3	6	11
-545218104	3	8	10
-545266447	3	8	12
-545267291	3	6	10
-545331631	3	5	6
-545353915	3	6	11
-545442043	3	8	12
-545568887	3	10	15
-545599479	3	8	10
-545600840	9	8	12
-545732447	3	8	12
-545859995	3	6	11
-546002516	27	8	12
-546041211	3	8	12
-546044360	3	7	9
-546096431	3	10	15
-546132551	3	6	10
-546218315	3	8	15
-546245619	3	6	9
-546252611	3	6	10
-546259183	27	8	12
-546320651	3	5	9
-546361979	3	7	12
-546479464	3	8	10
-546492047	3	8	13
-546642296	3	8	10
-546891096	3	8	10
-547046087	3	8	10
-547158072	3	6	10
-547211112	9	8	12
-547226468	3	8	12
-547259316	3	6	10
-547334968	9	7	12
-547348855	3	8	12
-547369855	3	8	12
-547463699	3	7	11
-547576084	3	8	12
-547592711	3	8	10
-547728143	9	8	12
-547784932	3	6	10
-547870199	3	6	10
-548007791	3	8	13
-548073940	3	7	11
-548497187	3	6	10
-548599487	27	8	12
-548650436	3	8	10
-548676248	3	6	10
-548790287	3	6	11
-548876852	3	8	12
-548999683	3	7	12
-549007255	3	6	8
-549048392	3	8	10
-549182419	3	6	10
-549288719	9	7	12
-549313035	9	8	12
-549347460	3	6	10
-549481055	3	9	15
-549525371	3	7	12
-549736483	3	9	13
-550083619	3	8	13
-550128783	3	8	13
-550216299	3	8	13
-550255128	3	8	10
-550465339	3	7	12
-550484887	27	8	12
-550575991	27	8	12
-550624971	3	8	13
-550749320	3	7	7
-550830239	3	6	10
-550916011	3	6	10
-551039739	3	8	10
-551076895	3	6	10
-551083871	3	8	13
-551235719	3	7	11
-551245892	9	7	12
-551284707	3	7	10
-551364104	3	7	10
-551387428	27	8	12
-551485736	3	8	11
-551556571	3	8	12
-551620808	3	8	12
-551708219	3	8	12
-551993647	3	8	13
-552266196	3	9	16
-552323039	3	7	9
-552358203	3	6	10
-552412504	3	8	12
-552524359	3	8	13
-552631803	3	7	11
-552706003	243	8	12
-552730243	3	7	11
-552841907	3	8	12
-552906643	3	8	12
-553001683	9	7	12
-553038455	3	7	11
-553080207	3	8	12
-553089623	3	7	10
-553192663	3	6	10
-553395887	3	8	10
-553514024	3	8	17
-553554628	9	9	15
-553856179	3	5	9
-553898324	3	8	13
-554110987	3	7	11
-554209323	3	6	9
-554242811	3	8	13
-554478271	3	8	12
-554499511	3	8	12
-554534504	9	8	12
-554544584	3	8	15
-554672467	3	7	11
-555116431	243	8	12
-555268484	3	8	11
-555517619	27	8	12
-555557271	3	11	19
-555572515	3	10	14
-555653892	3	9	13
-555760543	3	7	10
-555840536	3	8	10
-555958055	3	8	17
-555959407	3	6	10
-556025451	3	7	10
-556033652	3	8	10
-556064452	9	8	12
-556293567	3	6	10
-556389528	3	6	10
-556525711	3	7	11
-556541087	3	6	11
-556561027	3	6	10
-556623444	27	7	12
-556752955	3	8	12
-556829511	3	8	11
-556835879	9	7	12
-556951695	9	8	13
-557152724	9	7	12
-557316584	9	7	12
-557557880	3	7	11
-557637907	9	7	12
-557715615	27	8	12
-557736595	3	6	10
-557965716	3	8	10
-558064531	27	8	12
-558300035	3	7	9
-558377624	3	8	17
-558388267	3	8	15
-558423851	3	8	11
-558574799	3	8	11
-558578071	3	10	16
-558620639	3	8	12
-558823883	3	8	13
-558864015	3	8	10
-558943111	3	8	10
-559042115	3	10	18
-559115419	3	5	6
-559145499	3	8	13
-559241860	9	7	12
-559289899	3	6	10
-559316584	3	6	10
-559503928	9	7	12
-559584195	3	7	12
-559634191	3	6	10
-559807572	3	8	12
-559923619	3	8	12
-560254264	3	8	10
-560265131	3	7	9
-560271268	3	7	9
-560286712	3	8	10
-560475271	3	6	10
-560519839	3	7	11
-560536404	3	8	13
-560542583	3	8	13
-560585667	3	8	12
-560615320	9	7	12
-560623659	3	6	8
-560637787	3	9	16
-560919551	3	8	12
-560936020	3	6	10
-560953007	3	8	11
-561199096	3	6	10
-561551979	3	8	13
-561586495	3	7	12
-561682723	27	8	12
-561705491	3	6	10
-561758683	9	7	12
-561895355	3	5	9
-561963855	3	6	10
-562003160	9	9	13
-562013859	3	8	12
-562043347	9	8	12
-562078399	3	7	12
-562104408	3	9	13
-562158347	3	8	14
-562379155	3	8	12
-562500723	3	8	13
-562522831	3	9	15
-562525951	3	9	15
-562564024	3	6	10
-562581863	3	8	12
-562599599	3	6	9
-562664580	9	8	12
-562826004	3	6	10
-562887447	3	7	12
-563008539	3	8	11
-563051631	3	7	12
-563071588	3	8	12
-563213227	3	8	11
-563244888	3	8	12
-563285167	3	7	12
-563342964	3	8	10
-563451023	3	8	13
-563538163	3	5	6
-563572519	3	7	11
-563727044	3	6	10
-563989103	3	8	10
-564113815	3	8	13
-564135607	3	8	10
-564161459	3	8	10
-564190467	3	7	12
-564198419	243	8	12
-564198991	3	7	12
-564215183	3	8	13
-564480472	3	8	14
-564551911	3	7	11
